stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6211095,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,18,42,0,,3320080151.0,path_fly_mid_small_030,path_grd_mid_elite1_802,5.0,path_grd_mid_small_070,10.0,path_fly_close_small_026,,path_grd_mid_small_052,0.0,path_fly_mid_elite1_802,,path_fly_close_small_004,8.0,path_fly_close_small_026,,path_grd_mid_small_008,,2210020151,Drop,1210040151.0,Drop,2210020151.0,Drop,1210040151.0,Drop,2220010151.0,Dash,3220090151.0,Dash,2320050251.0,Drop,3320080251.0,Drop,3220010151.0,Drop,3220080151.0,Drop,3220010151.0,Drop,3220080151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3220090151.0,Dash,3220090151.0,Dash,2220040151.0,Dash,3220080151.0,Dash,3220060151.0,Dash,2220030151.0,Dash,1320030251.0,Drop,3320080151.0,Drop,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3220090151.0,Drop,3220080151.0,Drop,3220090151.0,Drop,3220080151.0,Drop
6211096,wave_tower_default_012,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,6,54,0,normal,,path_grd_close_small_036,path_grd_mid_small_040,,path_fly_mid_small_053,,path_grd_mid_elite1_802,3.0,path_grd_mid_small_052,10.0,path_fly_mid_elite1_802,8.0,path_grd_mid_small_075,6.0,path_fly_mid_small_033,7.0,path_grd_mid_small_012,12.0,1220020151,Dash,1220020151.0,Dash,1220020151.0,Dash,1220050151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220050151.0,Dash,1220020151.0,Drop,1220020151.0,Drop,1220020151.0,Drop,3210050151.0,Drop,1220040151.0,Jump,1220040151.0,Jump,1220050151.0,Drop,1320030251.0,Drop,1220020151.0,Dash,1220020151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220040151.0,Dash,1220020151.0,Drop,1220050151.0,Drop,3210050151.0,Drop,1220020151.0,Jump,1220020151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,3210050151.0,Drop,1220040151.0,Jump,1220020151.0,Jump,1220050151.0,Drop,1320030251.0,Drop
6211097,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,42,0,,1310020151.0,path_fly_mid_small_018,path_fly_mid_elite1_802,5.0,path_fly_mid_small_027,8.0,path_fly_mid_small_036,0.0,path_fly_mid_elite1_802,7.0,path_fly_mid_small_024,,,,,,,,2210010151,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Dash,2210010151.0,Dash,3210040151.0,Dash,1310020251.0,Dash,3210050151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Drop,3210040151.0,Drop,3210050151.0,Drop,2210010151.0,Drop,2210010151.0,Dash,2210010151.0,Dash,3210040151.0,Drop,1310020151.0,Drop,3210040151.0,Drop,2210010151.0,Drop,3210050151.0,Drop,2210010151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6211098,wave_tower_default_012,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,0,63,0,20,,path_fly_mid_small_005,path_grd_mid_small_043,8.0,path_fly_mid_small_024,10.0,path_grd_mid_elite1_802,2.0,path_fly_mid_small_027,12.0,path_grd_mid_small_040,10.0,path_grd_mid_small_076,10.0,path_fly_mid_elite2_805,,path_fly_mid_elite1_802,15.0,1210020151,Normal,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,2210010151.0,Drop,2210010151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3220030151.0,Dash,3220030151.0,Dash,1220060151.0,Normal,2320030251.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210040151.0,Drop,3210050151.0,Drop,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Normal,1220050151.0,Dash,1220050151.0,Dash,1210020151.0,Normal,1210020151.0,Normal,3210050151.0,Drop,2320030251.0,Drop,2210010151.0,Dash,2210010151.0,Dash,3210040151.0,Drop,1310020251.0,Normal
6211099,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,6,48,0,,2310040151.0,path_fly_mid_small_050,path_fly_mid_elite2_808,5.0,path_fly_mid_small_036,10.0,path_fly_mid_small_036,8.0,path_fly_mid_elite2_805,0.0,path_fly_mid_small_050,8.0,path_fly_close_small_035,,path_fly_mid_small_027,,,,2210050151,Jump,3210010151.0,Jump,3210010151.0,Jump,3210030151.0,Normal,3210010151.0,Dash,3210010151.0,Dash,2310060251.0,Drop,2310040251.0,Drop,1210030151.0,Drop,1210030151.0,Drop,2210050151.0,Drop,2210050151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,2210050151.0,Drop,2210050151.0,Drop,3210010151.0,Dash,1210030151.0,Dash,2310060251.0,Drop,2310040151.0,Drop,2210050151.0,Drop,1210030151.0,Drop,2210050151.0,Drop,3210030151.0,Dash,2210050151.0,Drop,3210010151.0,Drop,3210010151.0,Drop,2210050151.0,Drop,2310060251.0,Drop,1210030151.0,Dash,2210050151.0,Dash,1210030151.0,Dash,,,,,,,,
6211100,wave_tower_default_012,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,15,22,6,,3420010251.0,path_grd_mid_centurion_902,path_grd_close_small_010,,path_grd_mid_small_005,,path_grd_mid_elite1_802,,path_fly_close_elite1_801,,path_grd_far_small_035,4.0,path_grd_mid_small_052,,,,,,3420010251,Normal,,,,,,,3220040151.0,Drop,3220040151.0,Drop,1220040151.0,Dash,1220040151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,3220050151.0,Jump,3220050151.0,Jump,1120010151.0,Jump,1120010151.0,Drop,2220040151.0,Drop,3320010251.0,Drop,1210010151.0,Normal,1210010151.0,Normal,2210020151.0,Dash,2210020151.0,Drop,3220030151.0,Drop,2120010151.0,Drop,2120010151.0,Drop,3220030151.0,Drop,1220030151.0,Drop,1220030151.0,Jump,3220010151.0,Jump,1320030251.0,Dash,,,,,,,,,,,,,,,,
6211101,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,30,12,,2320020111.0,path_grd_mid_small_002,path_grd_mid_elite1_802,7.0,path_grd_far_small_071,8.0,path_fly_mid_small_030,,path_grd_mid_elite1_802,0.0,path_grd_far_small_047,6.0,,,,,,,2220020111,Drop,2220020111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Drop,2320020211.0,Drop,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Drop,3210020111.0,Jump,3210020111.0,Jump,1210010111.0,Jump,1210010111.0,Jump,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Drop,2320020111.0,Drop,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,
6211102,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,12,30,0,,2310070111.0,path_grd_mid_small_046,path_fly_mid_elite1_802,,path_fly_close_small_020,7.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_039,7.0,path_fly_mid_small_005,,,,,,,,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,1210020111.0,Dash,3210020111.0,Dash,3210030111.0,Drop,2310070211.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,1210020111.0,Dash,3210020111.0,Dash,3210030111.0,Drop,2310070111.0,Drop,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6211103,wave_tower_default_012,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,0,60,0,normal,,path_grd_mid_small_005,path_grd_mid_small_070,7.0,path_grd_mid_small_043,,path_grd_mid_special_025,3.0,path_grd_mid_small_043,8.0,path_grd_mid_small_061,,path_grd_mid_small_076,5.0,path_grd_mid_elite1_802,7.0,,,2220020111,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Normal,2220020111.0,Dash,2220010111.0,Dash,2220020111.0,Dash,2220010111.0,Dash,2120010111.0,Dash,2220020111.0,Dash,2220040111.0,Drop,1320060211.0,Drop,2220020111.0,Dash,2220010111.0,Dash,2220020111.0,Dash,2220010111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220020111.0,Dash,2220010111.0,Dash,2220040111.0,Drop,1320060211.0,Drop,,,,,,,,
6211104,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,6,36,0,,3320070111.0,path_grd_mid_small_073,path_fly_mid_elite1_802,,path_fly_mid_small_050,8.0,path_fly_mid_small_050,0.0,path_grd_mid_elite2_808,,path_grd_close_small_014,7.0,,,,,,,2220030111,Drop,2220030111.0,Drop,2220030111.0,Drop,3220090111.0,Drop,3210020111.0,Dash,1110010111.0,Dash,1210040111.0,Drop,1310030211.0,Drop,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,1210040111.0,Dash,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,1310010211.0,Drop,2220030111.0,Drop,2120010111.0,Drop,3220090111.0,Drop,3320070111.0,Drop,3220090111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6211105,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,54,0,,2310050111.0,path_fly_mid_small_050,path_grd_mid_elite1_802,6.0,path_fly_mid_small_027,10.0,path_grd_mid_small_043,,path_grd_mid_small_043,0.0,path_fly_mid_elite1_802,10.0,path_fly_mid_small_039,,path_grd_mid_small_055,9.0,,,2210010111,Jump,2210010111.0,Jump,2210010111.0,Jump,1210040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220060111.0,Drop,2320030211.0,Drop,2310050211.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220060111.0,Drop,2320030211.0,Drop,2210010111.0,Dash,2210010111.0,Dash,1210040111.0,Drop,2310050111.0,Drop,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,2320030211.0,Drop,,,,,,,,
6211106,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,18,21,9,,1320010111.0,path_fly_mid_small_027,path_grd_mid_elite1_802,5.0,path_fly_close_small_041,,path_grd_far_elite3_815,0.0,path_fly_close_small_004,8.0,path_grd_mid_small_043,6.0,path_fly_close_small_007,,,,,,3210050111,Drop,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,1220040111.0,Dash,1220040111.0,Dash,2220080111.0,Drop,1320010211.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210050111.0,Drop,2210010111.0,Drop,1220040111.0,Drop,2220080111.0,Drop,1320030211.0,Drop,1320010111.0,Drop,2210010111.0,Drop,3210050111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,1220040111.0,Jump,2220080111.0,Jump,1220040111.0,Jump,2220080111.0,Jump,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210050111.0,Drop,,,,,,,,,,,,,,,,
6211107,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,15,54,0,,1320030111.0,path_fly_mid_small_018,path_grd_mid_elite2_805,5.0,path_fly_mid_special_016,10.0,path_grd_mid_elite2_808,0.0,path_fly_close_special_046,10.0,path_grd_mid_elite2_805,,path_fly_mid_small_002,8.0,,,,,1210030111,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,2220010111.0,Dash,2120010111.0,Dash,3320010211.0,Dash,1320030211.0,Drop,1210030111.0,Dash,2110010111.0,Dash,1210030111.0,Dash,3210030111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,3320010211.0,Drop,1320030111.0,Drop,1210030111.0,Dash,2110010111.0,Dash,1210030111.0,Dash,3210030111.0,Dash,2220010111.0,Dash,2120010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,,,,,,,,,,,,,,,,
6211108,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,42,0,,2310050111.0,path_grd_mid_small_034,path_fly_mid_elite1_802,6.0,path_grd_mid_small_058,10.0,path_grd_mid_small_070,0.0,path_fly_mid_elite1_802,,path_grd_mid_small_055,8.0,,,,,,,3220090111,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3210020111.0,Dash,3210020111.0,Dash,1210040111.0,Dash,1310040211.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220090111.0,Drop,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,3220090111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,1210040111.0,Dash,2310050111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220090111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6211109,wave_tower_default_012,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,12,54,0,20,,path_fly_mid_elite1_802,path_grd_close_small_069,12.0,path_grd_mid_elite1_802,10.0,path_fly_close_small_004,,path_fly_mid_elite2_808,3.0,path_fly_mid_small_030,12.0,path_grd_mid_small_037,,path_grd_mid_small_076,10.0,path_fly_mid_elite2_808,,3210020111,Normal,3210020111.0,Normal,3210040111.0,Drop,2310070211.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Normal,2220040111.0,Normal,3220050111.0,Jump,3220050111.0,Jump,3220020111.0,Dash,2220040111.0,Dash,2210020111.0,Drop,3210040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310070211.0,Drop,2310070111.0,Normal,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310030211.0,Dash,3220050111.0,Dash,3220020111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,3220050111.0,Jump,3220050111.0,Jump,2220040111.0,Jump,2220040111.0,Jump,3210020111.0,Normal,3210020111.0,Normal,2310070211.0,Jump,2310070211.0,Dash
6211110,wave_tower_default_012,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,0,0,1,,1520010111.0,b_g_harvester_01,,,,,,,,,,,,,,,,,1520010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211111,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,9,12,15,,1320010141.0,path_grd_mid_small_055,path_grd_far_elite1_803,7.0,path_grd_mid_small_011,,path_grd_close_elite1_801,0.0,path_grd_far_small_074,6.0,,,,,,,,,1220060141,Drop,1220060141.0,Drop,1220060141.0,Drop,2220040141.0,Drop,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Drop,3320020241.0,Drop,3220010141.0,Dash,3220010141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,1320010141.0,Drop,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211112,wave_tower_default_012,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,36,48,0,20,,path_grd_close_small_036,path_fly_mid_small_024,8.0,path_grd_close_special_064,,path_grd_mid_special_025,4.0,path_grd_mid_small_075,16.0,path_fly_mid_small_008,10.0,path_grd_mid_special_025,10.0,path_grd_close_elite1_801,12.0,path_grd_close_small_013,15.0,3220050141,Normal,3220050141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,2210020141.0,Drop,1210010141.0,Drop,2210020141.0,Drop,1210010141.0,Drop,1120010141.0,Dash,2220010141.0,Dash,3220060141.0,Dash,1120010141.0,Dash,1120010141.0,Jump,3220050141.0,Normal,3220060141.0,Drop,3320060241.0,Normal,3220050141.0,Dash,3220050141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2210020141.0,Drop,1210010141.0,Drop,2210020141.0,Drop,1210010141.0,Drop,1120010141.0,Dash,3220060141.0,Dash,2220010141.0,Drop,2220010141.0,Drop,3220050141.0,Jump,3220060141.0,Jump,2220010141.0,Normal,3320060241.0,Normal,2220010141.0,Jump,2220010141.0,Jump,3220020141.0,Normal,3320060241.0,Dash
6211113,wave_tower_default_012,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,0,57,15,normal,,path_grd_mid_small_002,path_grd_mid_special_065,8.0,path_grd_far_small_044,10.0,path_grd_far_elite1_803,3.0,path_grd_mid_small_043,,path_grd_mid_special_025,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3120010141.0,Jump,3220040141.0,Jump,2220030141.0,Drop,3220070141.0,Drop,3220040141.0,Dash,3220070141.0,Dash,3220040141.0,Dash,3220070141.0,Dash,1120010141.0,Jump,3220040141.0,Dash,3220070141.0,Drop,3320020241.0,Drop,3220040141.0,Jump,3220070141.0,Jump,3220040141.0,Jump,3220070141.0,Jump,1120010141.0,Jump,3220040141.0,Jump,3220070141.0,Drop,3220070141.0,Drop,3220040141.0,Dash,3220070141.0,Dash,3220040141.0,Dash,3220070141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220070141.0,Drop,3320020241.0,Drop,,,,,,,,
6211114,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,6,36,0,,2320020141.0,path_grd_mid_small_002,path_grd_mid_elite1_802,5.0,path_grd_mid_small_049,10.0,path_grd_mid_elite2_805,0.0,path_grd_close_small_004,8.0,path_grd_mid_small_005,6.0,,,,,,,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Dash,1220040141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,1220040141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,1220040141.0,Drop,3220060141.0,Drop,2320070241.0,Drop,2320020141.0,Drop,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6211115,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,6,51,0,,1320020141.0,path_grd_mid_small_043,path_grd_mid_elite2_808,,path_grd_close_small_042,8.0,path_grd_mid_small_011,,path_grd_mid_elite2_808,0.0,path_grd_mid_small_043,10.0,path_grd_mid_elite1_802,,path_grd_mid_small_012,,,,3220030141,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3320050241.0,Drop,1320020241.0,Drop,2220010141.0,Dash,3220030141.0,Dash,2220010141.0,Dash,1220050141.0,Dash,3220030141.0,Drop,3220030141.0,Drop,1220050141.0,Drop,3220030141.0,Drop,3220030141.0,Dash,3220030141.0,Dash,3320050241.0,Drop,1320020141.0,Drop,2220010141.0,Dash,3220030141.0,Dash,2220010141.0,Dash,1220050141.0,Dash,2220010141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2320020241.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,1220050141.0,Drop,,,,,,,,
6211116,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,42,0,,2310020141.0,path_grd_mid_small_002,path_fly_mid_elite1_802,,path_fly_mid_small_039,7.0,path_fly_mid_small_039,0.0,path_fly_mid_elite1_802,8.0,path_grd_mid_small_043,8.0,,,,,,,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,1210050141.0,Drop,2310020241.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1210050141.0,Drop,1210050141.0,Drop,2210020141.0,Dash,2210020141.0,Dash,1210050141.0,Drop,2310020141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6211117,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,6,27,6,,2320020141.0,path_grd_close_small_001,path_grd_mid_small_068,,path_grd_mid_small_061,7.0,path_grd_far_small_044,0.0,path_grd_mid_elite1_802,7.0,path_grd_mid_small_043,,,,,,,,1220020141,Jump,3220060141.0,Jump,1220020141.0,Jump,3220060141.0,Jump,1220020141.0,Dash,1220020141.0,Dash,2220080141.0,Dash,2320020241.0,Dash,1220020141.0,Drop,2220080141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Dash,2220080141.0,Dash,1220020141.0,Dash,2220080141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,3220060141.0,Drop,2320020141.0,Drop,1220020141.0,Dash,2220080141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
