stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6502721,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkout_002,point_fly_arkout_002,sbg_arkout_002,ArcOut,Day,ibg_arkout_001,6,27,0,2310010121,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,1220010121,Drop,1220010121.0,Drop,1220010121.0,Drop,2220040121.0,Jump,3210010121.0,Dash,3210030121.0,Dash,3210010121.0,Dash,2310010221.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,2220040121.0,Dash,1220010121.0,Jump,1220010121.0,Jump,2220040121.0,Drop,1320020221.0,Drop,3210010121.0,Drop,3210030121.0,Drop,3210010121.0,Drop,2310010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502722,wave_eventdungeon_011,Campaign,90,6,True,False,point_grd_arkout_001,point_fly_arkout_001,sbg_arkout_001,ArcOut,Day,ibg_arkout_001,12,33,0,3310040121,path_fly_mid_small_018,path_fly_close_small_049,4.0,path_fly_mid_elite2_808,9.0,path_fly_close_small_035,,path_fly_mid_elite2_805,0.0,path_fly_mid_elite1_802,8.0,,,,,,,2210010121,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3310040221.0,Drop,2210010121.0,Drop,2210010121.0,Drop,1310030221.0,Drop,1310030221.0,Drop,2210010121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,2210010121.0,Dash,1210030121.0,Dash,1310030221.0,Drop,3310040121.0,Drop,3210030121.0,Normal,2210010121.0,Drop,2210010121.0,Drop,1310030221.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6502723,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkout_002,point_fly_arkout_002,sbg_arkout_002,ArcOut,Day,ibg_arkout_001,18,30,0,3320080121,path_fly_mid_small_030,path_grd_mid_small_043,,path_grd_mid_elite1_802,6.0,path_grd_close_small_042,12.0,path_grd_close_small_013,0.0,path_grd_mid_elite1_802,7.0,path_fly_close_small_029,9.0,,,,,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2220020121.0,Dash,2220020121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220020121.0,Jump,2220020121.0,Jump,3220030121.0,Drop,3320080221.0,Drop,2220020121.0,Dash,2220020121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320010221.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220020121.0,Drop,3320080121.0,Drop,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,,,,,,,,,,,,,,,,
6502724,wave_eventdungeon_011,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,7,33,6,2420060121,path_grd_mid_centurion_902,path_grd_close_small_036,,path_grd_mid_small_076,8.0,path_grd_mid_elite1_802,4.0,path_grd_mid_elite1_802,,path_grd_far_small_006,,path_fly_mid_elite2_805,4.0,,,,,2420060121,Normal,,,,,,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,3320070221.0,Dash,1120010121.0,Normal,1120010121.0,Normal,1120010121.0,Normal,2220040121.0,Normal,3120010121.0,Drop,2220010121.0,Drop,3120010121.0,Drop,3220050121.0,Drop,3110010121.0,Dash,3110010121.0,Dash,3110010121.0,Dash,2310020221.0,Dash,,,,,,,,,,,,,,,,
6502725,wave_eventdungeon_011,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,CityForest,Day,ibg_greathole_001,0,0,1,2510010146,b_fly_stormbringer_01,,,,,,,,,,,,,,,,,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502726,wave_eventdungeon_011,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,CityForest,Day,ibg_greathole_001,0,0,1,2510010146,b_fly_stormbringer_01,,,,,,,,,,,,,,,,,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502727,wave_eventdungeon_011,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,CityForest,Day,ibg_greathole_001,0,0,1,2510010146,b_fly_stormbringer_01,,,,,,,,,,,,,,,,,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502728,wave_eventdungeon_011,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,CityForest,Day,ibg_greathole_001,0,0,1,2510010146,b_fly_stormbringer_01,,,,,,,,,,,,,,,,,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502729,wave_eventdungeon_011,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,CityForest,Day,ibg_greathole_001,0,0,1,2510010146,b_fly_stormbringer_01,,,,,,,,,,,,,,,,,2510010146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502801,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,24,12,0,1320060121,path_grd_mid_small_055,path_grd_close_elite1_801,7.0,path_grd_close_small_010,,path_grd_close_elite1_801,0.0,path_grd_mid_small_073,6.0,,,,,,,,,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,1220050121.0,Drop,1320060221.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Drop,1320060121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502802,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,0,12,21,3310010121,path_grd_mid_small_037,path_grd_far_small_041,7.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_grd_far_small_044,,,,,,,,,,3220060121,Dash,2220040121.0,Dash,3220060121.0,Dash,1320040221.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Dash,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,3210030121.0,Drop,1210010121.0,Jump,1210010121.0,Jump,3210030121.0,Drop,3310010121.0,Drop,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502803,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,27,60,0,1320030121,path_grd_close_small_001,path_grd_mid_special_065,,path_grd_close_small_042,,path_grd_mid_special_025,12.0,path_grd_close_elite2_807,0.0,path_grd_mid_special_065,9.0,path_grd_close_small_048,9.0,path_grd_mid_special_065,10.0,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Drop,2220040121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,1220060121.0,Drop,1320030221.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,1220060121.0,Jump,1220060121.0,Jump,2220010121.0,Drop,2220040121.0,Drop,2220010121.0,Jump,2220010121.0,Jump,2320020221.0,Drop,1320030121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,2220010121.0,Drop,2220040121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,3220060121.0,Jump,3220060121.0,Jump,2220010121.0,Drop,2220040121.0,Drop,,,,,,,,
6502804,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,6,30,0,3320070121,path_grd_mid_small_049,path_fly_mid_elite1_802,7.0,path_grd_mid_small_058,,path_grd_mid_elite1_802,0.0,path_fly_close_small_023,6.0,,,,,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1310030221.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220030121.0,Drop,3320070121.0,Drop,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,3210030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502805,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,0,33,0,3310050121,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_mid_small_037,7.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Jump,3210010121.0,Dash,3210030121.0,Dash,3210010121.0,Dash,3310050221.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,1210030121.0,Jump,1210030121.0,Jump,3210030121.0,Drop,3310050221.0,Drop,3210010121.0,Drop,3210030121.0,Drop,3210010121.0,Drop,3310050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502806,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,0,45,0,2310040121,path_grd_mid_small_002,path_grd_mid_small_070,,path_fly_mid_small_042,,path_grd_mid_small_043,,path_fly_mid_elite1_802,0.0,path_grd_mid_small_061,,path_grd_mid_small_043,,,,,,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,3220020121.0,Drop,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3320040221.0,Dash,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,2310040221.0,Drop,3220050121.0,Dash,3220020121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,1210030121.0,Drop,1210030121.0,Drop,1210040121.0,Drop,2310040121.0,Drop,3220020121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3320040221.0,Dash,3220020121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3320040221.0,Dash,,,,,,,,,,,,,,,,
6502807,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,15,14,7,3320080121,path_grd_close_small_001,path_fly_mid_small_030,,path_grd_mid_elite1_802,8.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_049,10.0,,,,,,,,,3220050121,Drop,3220050121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Drop,3320080221.0,Drop,1220060121.0,Jump,1220060121.0,Jump,3220020121.0,Drop,3320070221.0,Drop,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,3320080121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502808,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,12,30,0,3320010121,path_grd_mid_special_025,path_fly_close_small_029,7.0,path_grd_mid_small_058,7.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_045,6.0,,,,,,,,,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Drop,2320050221.0,Drop,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3320010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502809,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,0,57,0,1320040121,path_grd_mid_small_070,path_fly_mid_elite1_802,5.0,path_grd_mid_small_058,9.0,path_fly_mid_small_050,,path_grd_mid_elite2_805,0.0,path_fly_mid_elite1_802,10.0,path_grd_mid_small_070,,path_fly_mid_small_021,,,,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220050121.0,Normal,1210020121.0,Drop,1210020121.0,Drop,1210040121.0,Drop,3310040221.0,Drop,3220040121.0,Jump,3220020121.0,Jump,3220020121.0,Jump,1320040221.0,Jump,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Normal,3220040121.0,Drop,3220040121.0,Drop,1320040221.0,Drop,1320040121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210040121.0,Drop,3310040221.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,2220040121.0,Normal,1210020121.0,Drop,1210040121.0,Drop,1210040121.0,Drop,1210020121.0,Drop,,,,,,,,
6502810,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,40,17,0,2310020121,path_grd_close_small_007,path_fly_mid_small_036,4.0,path_fly_close_special_044,6.0,path_grd_mid_elite1_802,0.0,path_fly_close_special_046,10.0,path_fly_close_small_035,3.0,,,,,,,2220020121,Drop,2220020121.0,Drop,1220050121.0,Drop,1320030221.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,3320060221.0,Drop,2110010121.0,Dash,2110010121.0,Dash,3210040121.0,Drop,2310020121.0,Drop,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6502811,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,30,18,0,2320030121,path_grd_close_small_067,path_grd_mid_small_012,,path_grd_mid_small_046,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,6.0,path_grd_close_special_064,3.0,,,,,,,3220030121,Dash,3220030121.0,Dash,3220030121.0,Drop,2320020221.0,Drop,3220030121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,2120010121.0,Jump,2120010121.0,Jump,2220040121.0,Drop,3320050221.0,Drop,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2320030121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6502812,wave_eventdungeon_011,Campaign,180,7,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_basedefense_001,13,36,0,3420040121,path_grd_mid_centurion_901,path_grd_close_small_001,,path_grd_mid_special_025,4.0,path_grd_mid_elite1_802,3.0,path_fly_close_small_038,,path_fly_mid_small_033,,path_grd_mid_small_008,,,,,,3420040121,Normal,,,,,,,3220050121.0,Drop,3220050121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,1120010121.0,Drop,2120010121.0,Drop,2120010121.0,Drop,3220050121.0,Drop,1120010121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,1320060221.0,Dash,3210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,2210020121.0,Drop,2210020121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,1120010121.0,Dash,2320020221.0,Dash,,,,,,,,,,,,,,,,
6502813,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,12,20,1,2310060121,path_grd_mid_small_002,path_fly_mid_small_024,6.0,path_grd_close_small_069,8.0,path_fly_mid_elite1_802,0.0,path_fly_close_small_049,8.0,,,,,,,,,3220050121,Dash,3220050121.0,Dash,1120010121.0,Drop,1120010121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2310060221.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Drop,1210030121.0,Dash,2210020121.0,Dash,1210030121.0,Drop,2310060121.0,Drop,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502814,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,0,33,0,3320030121,path_grd_mid_small_040,path_fly_mid_small_005,7.0,path_fly_mid_small_050,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,,,,,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,1210010121.0,Drop,1310010221.0,Drop,2220030121.0,Jump,3220020121.0,Jump,2220030121.0,Jump,3320030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502815,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,21,45,0,1320040121,path_grd_mid_small_043,path_grd_close_small_054,,path_fly_mid_elite1_802,10.0,path_grd_mid_special_065,,path_grd_close_elite2_807,0.0,path_grd_mid_special_025,,path_fly_close_small_038,5.0,,,,,3220010121,Jump,3220010121.0,Jump,3220010121.0,Jump,3220010121.0,Jump,1220030121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,2320030221.0,Drop,1210030121.0,Jump,1210030121.0,Jump,3210030121.0,Drop,3310010221.0,Drop,1120010121.0,Jump,1120010121.0,Jump,1220030121.0,Drop,2220040121.0,Drop,3220010121.0,Jump,3220010121.0,Jump,2320030221.0,Drop,1320040121.0,Drop,1120010121.0,Jump,1120010121.0,Jump,3220010121.0,Drop,2320030221.0,Drop,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,,,,,,,,,,,,,,,,
6502816,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,6,36,0,3310050121,path_fly_mid_small_018,path_fly_mid_elite1_802,,path_fly_mid_small_050,8.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_050,10.0,path_fly_close_small_001,5.0,,,,,,,2210020121,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,3310050221.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,3210030121.0,Dash,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,3310050121.0,Drop,2210020121.0,Drop,2310060221.0,Drop,2210020121.0,Drop,3210030121.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6502817,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,27,11,7,2320030121,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,,,,,,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,1110010121.0,Drop,1110010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,,,,,,,,
6502818,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,0,54,0,1320060121,path_grd_mid_small_002,path_fly_mid_elite2_808,5.0,path_grd_mid_small_034,8.0,path_grd_mid_small_043,,path_fly_mid_elite2_808,0.0,path_grd_mid_small_034,10.0,path_grd_mid_small_058,,path_fly_mid_small_050,,,,1220030121,Jump,1220030121.0,Jump,1220030121.0,Jump,1220030121.0,Jump,1210030121.0,Drop,1210030121.0,Drop,3310050221.0,Drop,3310050221.0,Drop,1220030121.0,Drop,1220030121.0,Drop,2220040121.0,Drop,1320060221.0,Drop,1220030121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,1210030121.0,Drop,3210030121.0,Drop,3310050221.0,Drop,3310050221.0,Drop,1220030121.0,Drop,1220030121.0,Drop,2220040121.0,Drop,1320060121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,1320060221.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210030121.0,Drop,,,,,,,,
