stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6008012,wave_campaign_normal_003,Defense,90,7,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,18,30,0,20,,path_grd_mid_elite3_811,path_fly_mid_small_008,10.0,path_grd_mid_elite1_802,10.0,path_fly_close_elite1_801,10.0,path_grd_close_elite2_804,6.0,path_grd_mid_small_040,14.0,,,,,,,,3220020141,Normal,3320040141.0,Normal,3320040141.0,Normal,3320040141.0,Normal,2210020141.0,Dash,2210020141.0,Dash,1210040141.0,Dash,2310030241.0,Dash,3220020141.0,Drop,3220020141.0,Drop,2220050141.0,Drop,2320040241.0,Normal,2210020141.0,Dash,2210020141.0,Dash,1210040141.0,Jump,2310030241.0,Drop,3220020141.0,Normal,3220020141.0,Normal,3320040141.0,Jump,3320040141.0,Jump,3220020141.0,Drop,2220050141.0,Drop,3220020141.0,Drop,2320040241.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008013,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,0,60,24,,1310010141.0,path_grd_mid_special_025,path_fly_far_elite1_803,12.0,path_fly_mid_special_016,,path_fly_far_special_045,0.0,path_grd_mid_special_065,13.0,path_fly_mid_special_016,8.0,,,,,,,,1120010141,Jump,1120010141.0,Jump,1120010141.0,Drop,2220040141.0,Drop,1210030141.0,Dash,1210030141.0,Dash,1210010141.0,Drop,2310020241.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,3210030141.0,Drop,1310010141.0,Drop,1120010141.0,Dash,1120010141.0,Dash,1220010141.0,Dash,2220040141.0,Dash,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008014,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,33,12,0,,1310020141.0,path_fly_mid_small_036,path_grd_close_elite1_801,6.0,path_grd_mid_small_058,4.0,path_fly_close_elite1_801,0.0,path_grd_close_special_064,,,,,,,,,,,3210020141,Dash,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,3320010241.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Drop,1310020141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008015,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,9,36,12,,3320070141.0,path_fly_mid_small_021,path_grd_close_elite2_804,,path_grd_far_small_044,,path_fly_mid_small_039,10.0,path_grd_mid_special_065,0.0,path_fly_mid_elite1_802,10.0,path_grd_far_small_044,5.0,,,,,,1210010141,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2320050241.0,Jump,2320050241.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Drop,3320070141.0,Drop,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Drop,1310030241.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6008016,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,21,12,0,,1320060141.0,path_grd_close_small_054,path_grd_mid_small_070,6.0,path_grd_close_small_010,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_073,,,,,,,,,,,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,3320010241.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Drop,1320060141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008017,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,6,21,6,,2320020141.0,path_grd_far_small_033,path_grd_close_small_054,6.0,path_grd_mid_small_070,,path_grd_mid_elite1_802,0.0,path_grd_mid_small_008,,,,,,,,,,,3220070141,Dash,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3320050241.0,Drop,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,3220020141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220070141.0,Drop,2320020141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008018,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,0,27,30,,1320010141.0,path_grd_mid_small_073,path_grd_far_elite1_803,3.0,path_grd_mid_small_070,6.0,path_grd_far_small_044,5.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,10.0,path_grd_mid_elite1_802,3.0,path_grd_far_small_044,9.0,,,,3220070141,Drop,3220070141.0,Drop,3220070141.0,Drop,2220040141.0,Dash,3220010141.0,Jump,3220010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,3220010141.0,Dash,3220010141.0,Dash,3220010141.0,Dash,1320010241.0,Drop,3220070141.0,Jump,2220040141.0,Jump,3220070141.0,Jump,2220040141.0,Jump,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Drop,3320020241.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,2310010241.0,Drop,3220010141.0,Dash,3220010141.0,Dash,3220070141.0,Drop,1320010141.0,Drop,3220070141.0,Dash,2220040141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,
6008019,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,0,18,21,,1320040141.0,path_grd_mid_small_049,path_grd_far_small_071,6.0,path_grd_mid_small_012,4.0,path_grd_mid_small_055,0.0,path_grd_far_special_066,,,,,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040241.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220020141.0,Dash,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008020,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,27,18,0,,2320030141.0,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,4.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,3.0,path_fly_mid_small_030,10.0,,,,,,1220040141,Jump,1220040141.0,Jump,1220050141.0,Drop,2320030241.0,Drop,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,2220040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,3220020141.0,Drop,2320030141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6008021,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,0,36,21,,3320020141.0,path_fly_mid_small_030,path_grd_mid_elite2_805,5.0,path_grd_far_special_066,4.0,path_fly_mid_small_039,10.0,path_grd_mid_elite2_808,0.0,path_fly_mid_small_050,,path_grd_far_small_044,,,,,,,1210010141,Drop,1210010141.0,Drop,1210010141.0,Drop,3210030141.0,Drop,2220020141.0,Dash,2220020141.0,Dash,3320020241.0,Drop,3320020241.0,Drop,2220020141.0,Dash,3220070141.0,Dash,3220060141.0,Drop,3220060141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,3220070141.0,Dash,3220070141.0,Dash,2320020241.0,Drop,3320020141.0,Drop,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6008022,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,15,39,0,,2320060141.0,path_grd_mid_small_043,path_grd_close_elite2_807,,path_grd_mid_small_070,,path_grd_close_small_039,12.0,path_grd_mid_elite2_805,0.0,path_fly_mid_small_005,,path_grd_mid_small_070,,path_fly_mid_small_008,,,,,3220030141,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220050141.0,Dash,2220050141.0,Dash,2320020241.0,Drop,3320030241.0,Drop,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,2220050141.0,Dash,2220050141.0,Dash,3320040241.0,Drop,2320060141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,2210030141.0,Normal,2210030141.0,Normal,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220050141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,2210030141.0,Normal,2210030141.0,Normal,,,,,,,,,,,,,,,,
6008023,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,0,57,12,,3320070141.0,path_grd_mid_small_070,path_grd_mid_elite2_805,,path_grd_far_small_044,6.0,path_grd_mid_special_065,11.0,path_fly_mid_special_047,0.0,path_grd_mid_small_055,9.0,path_grd_far_small_044,10.0,path_grd_mid_small_049,12.0,,,,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3320070241.0,Dash,3320070241.0,Dash,2220040141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,1110010141.0,Dash,1110010141.0,Dash,3210030141.0,Drop,1310030241.0,Dash,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,3320070141.0,Drop,2220040141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,,,,,,,,,,,,,,,,
6008024,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,27,18,0,,2320030141.0,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,4.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,3.0,path_fly_mid_small_030,10.0,,,,,,1220040141,Jump,1220040141.0,Jump,1220050141.0,Drop,2320030241.0,Drop,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,2220040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,3220020141.0,Drop,2320030141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6008025,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,0,21,15,,1320030141.0,path_grd_mid_elite1_802,path_grd_far_small_044,7.0,path_fly_mid_small_053,4.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_011,,,,,,,,,,,2220030141,Dash,2220030141.0,Dash,2220040141.0,Drop,1320030241.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2210010141.0,Jump,2210010141.0,Jump,2210010141.0,Jump,1210040141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,1320030141.0,Drop,3220030141.0,Jump,3220030141.0,Jump,3220030141.0,Jump,3220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008026,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,9,48,12,,3320040141.0,path_grd_far_small_044,path_grd_mid_elite2_805,,path_grd_mid_special_065,8.0,path_grd_far_small_044,12.0,path_grd_close_elite2_804,0.0,path_grd_mid_elite1_802,10.0,path_grd_mid_special_065,6.0,,,,,,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3320060241.0,Dash,3320060241.0,Dash,3120010141.0,Dash,3120010141.0,Dash,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Dash,3220060141.0,Dash,2220030141.0,Dash,3220060141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3320060241.0,Dash,3320060241.0,Dash,3220060141.0,Jump,3220060141.0,Jump,2220040141.0,Drop,3320040141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,3220060141.0,Drop,3220060141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6008027,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,0,24,21,,3310020141.0,path_grd_far_small_062,path_grd_mid_elite1_802,6.0,path_fly_mid_small_030,,path_fly_mid_elite1_802,0.0,path_grd_far_special_063,,,,,,,,,,,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Drop,3320060241.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,3310020141.0,Drop,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008028,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,9,15,12,,3320070141.0,path_grd_close_elite1_801,path_grd_mid_small_012,7.0,path_grd_far_small_059,4.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,,,,,,,,,,,3220030141,Dash,3220030141.0,Dash,2220040141.0,Jump,2320050241.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,3320070141.0,Drop,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008029,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,9,33,6,,3320030141.0,path_grd_far_small_044,path_fly_close_elite2_807,,path_grd_mid_small_070,,path_fly_mid_small_039,11.0,path_fly_mid_elite2_808,0.0,path_grd_mid_small_055,10.0,path_grd_mid_small_070,8.0,,,,,,3220060141,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2310020241.0,Dash,2310020241.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2310020241.0,Dash,2310020241.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Drop,3320030141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6008030,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,0,21,15,,1320030141.0,path_grd_mid_elite1_802,path_grd_far_small_044,7.0,path_fly_mid_small_053,4.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_011,,,,,,,,,,,2220030141,Dash,2220030141.0,Dash,2220040141.0,Drop,1320030241.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2210010141.0,Jump,2210010141.0,Jump,2210010141.0,Jump,1210040141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,1320030141.0,Drop,3220030141.0,Jump,3220030141.0,Jump,3220030141.0,Jump,3220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008031,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,0,18,21,,1320040141.0,path_grd_mid_small_049,path_grd_far_small_071,6.0,path_grd_mid_small_012,4.0,path_grd_mid_small_055,0.0,path_grd_far_special_066,,,,,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040241.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220020141.0,Dash,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008032,wave_campaign_normal_003,Campaign,180,6,False,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,0,45,1,,3410020131.0,path_fly_mid_centurion_902,path_grd_mid_small_052,,path_fly_mid_special_047,3.0,path_fly_mid_small_024,,path_grd_mid_small_076,,path_grd_mid_small_046,4.0,path_fly_mid_small_024,,,,,,,3410020131,Normal,,,,,,,1220040131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,2220020131.0,Drop,1110010131.0,Dash,1110010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,1110010131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,3310020231.0,Drop,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,3120010131.0,Drop,3120010131.0,Drop,3220050131.0,Drop,2220040131.0,Drop,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2310020231.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,
6008033,wave_campaign_normal_003,BaseDefense,60,6,True,True,point_grd_wasteland_001_midclear,point_fly_wasteland_001,sbg_wasteland_001_midclear,Wasteland,Day,ibg_wasteland_basedefense_001,12,42,0,normal,,path_grd_close_small_048,path_grd_mid_small_043,,path_grd_mid_small_040,,path_grd_mid_elite1_802,3.0,path_grd_close_small_069,,path_fly_mid_small_030,10.0,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,,3220050141,Drop,3220050141.0,Drop,3220020141.0,Dash,3220020141.0,Dash,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Dash,3220020141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Jump,2320030241.0,Jump,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1210040141.0,Drop,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220020141.0,Jump,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Drop,2320030141.0,Drop,,,,,,,,,,,,,,,,
6008034,wave_campaign_normal_003,BaseDefense,60,6,True,True,point_grd_wasteland_001_midclear,point_fly_wasteland_001,sbg_wasteland_001_midclear,Wasteland,Day,ibg_wasteland_basedefense_001,9,51,12,normal,,path_fly_mid_small_050,path_grd_mid_special_065,8.0,path_grd_far_small_044,10.0,path_grd_close_elite1_801,3.0,path_grd_far_small_050,,path_grd_mid_special_025,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,,3210020141,Dash,3210020141.0,Dash,3210020141.0,Dash,3210030141.0,Dash,3120010141.0,Jump,3120010141.0,Jump,3220070141.0,Drop,2220040141.0,Drop,1220030141.0,Dash,2220040141.0,Dash,1220030141.0,Dash,2220040141.0,Dash,1220030141.0,Jump,1220030141.0,Jump,2220040141.0,Drop,1320030241.0,Drop,1220030141.0,Drop,3220070141.0,Drop,1220030141.0,Drop,3220070141.0,Drop,3120010141.0,Jump,3120010141.0,Jump,3220070141.0,Drop,2220040141.0,Drop,1220030141.0,Dash,3220070141.0,Dash,1220030141.0,Dash,3220070141.0,Dash,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Drop,1320060141.0,Drop,,,,,,,,,,,,,,,,
