stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6503112,wave_eventdungeon_012,Campaign,180,6,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_001,6,42,1,3410020131,path_fly_mid_centurion_902,path_grd_mid_small_005,,path_grd_mid_elite2_805,,path_grd_mid_special_065,3.0,path_fly_mid_small_039,4.0,path_grd_close_small_004,8.0,path_fly_mid_small_036,,,,3410020131,Normal,,,,,,,1220040131.0,Normal,1220040131.0,Normal,3220060131.0,Normal,2220050131.0,Normal,1120010131.0,Jump,3220010131.0,Jump,1120010131.0,Jump,3220010131.0,Drop,2220010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,3320050231.0,Drop,1210030131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2220010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,2220010131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,3110010131.0,Dash,1310010231.0,Dash,,,,,,,,
6503113,wave_eventdungeon_012,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,0,18,18,3320020131,path_grd_mid_small_055,path_grd_far_elite1_803,7.0,path_fly_mid_small_030,,path_grd_far_elite1_803,0.0,path_grd_mid_small_043,6.0,,,,,,,1220060131,Drop,1220060131.0,Drop,1220060131.0,Drop,2220040131.0,Drop,1220060131.0,Dash,1220060131.0,Dash,3220070131.0,Dash,1320010231.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,3320020131.0,Drop,1220060131.0,Jump,1220060131.0,Jump,1220060131.0,Jump,3220020131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6503114,wave_eventdungeon_012,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,24,12,0,1320060131,path_grd_mid_small_055,path_grd_close_elite1_801,7.0,path_grd_close_small_010,,path_grd_close_elite1_801,0.0,path_grd_mid_small_073,6.0,,,,,,,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,1220050131.0,Drop,1320060231.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Drop,1320060131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6503115,wave_eventdungeon_012,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,6,27,0,2310010131,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Jump,3210010131.0,Dash,2310060231.0,Dash,3210030131.0,Dash,2310010231.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,1320020231.0,Drop,3210010131.0,Drop,2310060231.0,Drop,3210030131.0,Drop,2310010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6503116,wave_eventdungeon_012,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,0,24,12,1320060131,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,10.0,,,,,,,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Drop,3220040131.0,Drop,1220050131.0,Dash,1320060231.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,3310050231.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,2320030231.0,Drop,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,1320060131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6503117,wave_eventdungeon_012,Campaign,90,7,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,9,36,12,3320070131,path_fly_mid_small_021,path_grd_close_elite2_804,,path_grd_far_small_044,,path_fly_mid_small_039,10.0,path_grd_mid_special_065,0.0,path_fly_mid_elite1_802,10.0,path_grd_far_small_044,5.0,,,1210010131,Drop,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2320050231.0,Jump,2320050231.0,Jump,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,1210010131.0,Dash,1210010131.0,Dash,3210030131.0,Drop,1310030231.0,Drop,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,,,,,,,,
6503118,wave_eventdungeon_012,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,0,36,0,2320060131,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_037,10.0,path_fly_mid_small_039,,,,,,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,2310060231.0,Dash,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Normal,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,2310060231.0,Dash,,,,,,,,,,,,,,,,
6503119,wave_eventdungeon_012,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,18,24,0,3320020131,path_grd_close_small_051,path_grd_mid_elite1_802,7.0,path_grd_mid_small_049,4.0,path_grd_close_small_042,11.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_069,5.0,,,,,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,3220050131.0,Drop,3220070131.0,Drop,3220050131.0,Drop,3220070131.0,Drop,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Drop,3320020131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,
6503120,wave_eventdungeon_012,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,21,6,6,3320050131,path_grd_close_small_051,path_grd_mid_small_068,7.0,path_fly_far_small_003,7.0,path_fly_close_elite1_801,0.0,path_grd_close_small_067,10.0,,,,,,,3220050131,Dash,3220050131.0,Dash,3220050131.0,Jump,2220040131.0,Jump,2220010131.0,Dash,2220020131.0,Dash,3220020131.0,Dash,2320020231.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Drop,2210020131.0,Drop,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3320050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6503121,wave_eventdungeon_012,Campaign,90,7,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,12,45,15,3310040131,path_grd_close_small_004,path_fly_mid_special_016,,path_grd_mid_special_025,10.0,path_fly_far_special_045,0.0,path_grd_close_small_048,9.0,path_grd_mid_special_065,8.0,,,,,2220010131,Jump,1120010131.0,Jump,2220010131.0,Jump,1120010131.0,Jump,3110010131.0,Drop,3210020131.0,Drop,3210030131.0,Drop,3310040231.0,Drop,2220010131.0,Jump,1120010131.0,Jump,2220030131.0,Jump,2220040131.0,Jump,3110010131.0,Drop,3210020131.0,Drop,3210030131.0,Drop,3310040131.0,Drop,3220020131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Drop,2220030131.0,Drop,1120010131.0,Drop,3220020131.0,Drop,,,,,,,,,,,,,,,,
6503122,wave_eventdungeon_012,Campaign,90,7,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,45,21,0,3320060131,path_grd_close_special_064,path_fly_mid_small_039,8.0,path_grd_close_elite1_801,10.0,path_fly_close_small_029,5.0,path_fly_mid_elite1_802,0.0,path_grd_close_elite2_807,10.0,path_fly_close_small_004,,path_fly_mid_small_008,14.0,1220060131,Dash,1220060131.0,Dash,1120010131.0,Drop,1320060231.0,Drop,1210020131.0,Dash,1210020131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,3220010131.0,Jump,3220010131.0,Jump,1220060131.0,Drop,3320060231.0,Drop,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Dash,1210020131.0,Dash,2210040131.0,Drop,3310020231.0,Drop,3220010131.0,Jump,3220010131.0,Jump,1320060231.0,Drop,3320060131.0,Drop,1110010131.0,Dash,1110010131.0,Dash,1210020131.0,Dash,2210040131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,1210020131.0,Dash,2210040131.0,Dash
6503123,wave_eventdungeon_012,Campaign,90,7,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,18,30,0,2320010131,path_fly_mid_small_030,path_grd_mid_small_043,,path_grd_mid_elite1_802,6.0,path_grd_close_small_042,12.0,path_grd_close_small_013,0.0,path_grd_mid_elite1_802,7.0,path_fly_close_small_029,9.0,,,2210010131,Drop,2210010131.0,Drop,2210010131.0,Drop,3210040131.0,Drop,2220020131.0,Dash,1220050131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,2220020131.0,Jump,2220020131.0,Jump,3220030131.0,Drop,3220030131.0,Drop,2220020131.0,Dash,1220050131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2320010231.0,Dash,3220030131.0,Dash,3220030131.0,Dash,1220050131.0,Drop,2320010131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,3210040131.0,Dash,,,,,,,,
6503124,wave_eventdungeon_012,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,9,30,1,3410010131,path_fly_mid_centurion_902,path_fly_mid_small_033,,path_fly_mid_small_002,,path_fly_mid_small_033,4.0,path_fly_mid_small_042,,path_fly_close_elite2_804,4.0,path_fly_mid_small_005,4.0,,4.0,3410010131,Normal,,,,,,,2210020131.0,Normal,2210020131.0,Normal,2210020131.0,Normal,2210020131.0,Normal,2110010131.0,Dash,2110010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,1110010131.0,Drop,1110010131.0,Drop,2210020131.0,Drop,2310010231.0,Drop,3210040131.0,Normal,2210010131.0,Normal,2110010131.0,Normal,2110010131.0,Normal,3110010131.0,Jump,3110010131.0,Jump,3110010131.0,Jump,3210030131.0,Jump,2210010131.0,Normal,2210010131.0,Normal,2210010131.0,Normal,1310020231.0,Normal,,,,,,,,
6503125,wave_eventdungeon_012,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,1520030111,b_grd_blacksmith_01,,,,,,,,,,,,,,,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503126,wave_eventdungeon_012,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,1520030111,b_grd_blacksmith_01,,,,,,,,,,,,,,,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503127,wave_eventdungeon_012,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,1520030111,b_grd_blacksmith_01,,,,,,,,,,,,,,,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503128,wave_eventdungeon_012,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,1520030111,b_grd_blacksmith_01,,,,,,,,,,,,,,,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503129,wave_eventdungeon_012,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,1520030111,b_grd_blacksmith_01,,,,,,,,,,,,,,,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
