stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/2/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6230137,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,3320060151.0,path_grd_mid_small_002,2220020151,Drop,2220020151.0,Drop,1220050151.0,Dash,1220050151.0,Dash,path_grd_close_elite1_801,7.0,2220020151.0,Dash,2220020151.0,Dash,1220050151.0,Drop,3320060251.0,Drop,path_fly_mid_small_050,1210040151.0,Dash,1210040151.0,Dash,1210040151.0,Dash,3210040151.0,Drop,path_grd_close_small_048,,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,path_grd_mid_elite1_802,0.0,2220020151.0,Dash,2220020151.0,Dash,2220040151.0,Drop,3320060151.0,Drop,21,21,0,,path_grd_close_small_051,6.0,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230138,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1310030151.0,path_grd_close_elite1_801,3220030151,Dash,3220030151.0,Dash,2220040151.0,Jump,2320050251.0,Jump,path_grd_far_small_033,7.0,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,path_grd_mid_small_058,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,2220040151.0,Dash,path_fly_mid_elite1_802,0.0,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,1310030151.0,Drop,path_grd_far_small_044,6.0,2220030151.0,Jump,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Dash,9,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
6230139,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320050151.0,path_grd_close_small_067,3220030151,Dash,3220030151.0,Dash,3220030151.0,Drop,2320020251.0,Drop,path_grd_mid_small_012,,3220030151.0,Dash,3220030151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_mid_small_046,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,path_grd_close_elite1_801,0.0,2120010151.0,Jump,2120010151.0,Jump,2220040151.0,Drop,3320050151.0,Drop,path_grd_mid_small_043,6.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,30,18,0,,path_grd_close_special_064,3.0,2120010151.0,Dash,2120010151.0,Dash,1220050151.0,Drop,1220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6230140,wave_tower_missilis_002,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,2420040211.0,path_grd_mid_centurion_902,2420040211,Normal,,,,,,,path_grd_mid_small_002,,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,path_fly_mid_elite2_808,3110010111.0,Drop,3110010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,path_grd_close_elite1_801,4.0,1220040111.0,Dash,2120010111.0,Dash,2120010111.0,Jump,2320070211.0,Jump,path_grd_close_small_036,3.0,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,15,28,0,,path_fly_mid_small_008,,1210010111.0,Jump,1210010111.0,Jump,1110010111.0,Jump,1110010111.0,Jump,path_grd_mid_small_011,3.0,2120010111.0,Drop,2120010111.0,Drop,1120010111.0,Drop,1320030211.0,Drop,,,,,,,,,,,4.0,,,,,,,,,,
6230141,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2320020111.0,path_grd_mid_small_068,3220050111,Dash,3220050111.0,Dash,3220070111.0,Drop,3320050211.0,Drop,path_grd_mid_small_043,7.0,3220070111.0,Dash,3220070111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,path_grd_close_small_048,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,3220070111.0,Drop,2320020111.0,Drop,path_grd_mid_small_049,11.0,3220050111.0,Drop,3220070111.0,Drop,3220050111.0,Drop,3220070111.0,Drop,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230142,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320060111.0,path_grd_close_small_007,2220020111,Drop,2220020111.0,Drop,1220050111.0,Drop,1320030211.0,Drop,path_fly_mid_small_036,4.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,path_fly_close_special_044,3210040111.0,Drop,3210040111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,path_grd_mid_elite1_802,0.0,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,3320060111.0,Drop,path_fly_close_special_046,6.0,2110010111.0,Dash,2110010111.0,Dash,3210040111.0,Drop,3210040111.0,Drop,42,15,0,,path_fly_close_small_035,3.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
6230143,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3310020111.0,path_grd_far_small_003,2220030111,Drop,2220030111.0,Drop,3220070111.0,Dash,3220070111.0,Dash,path_grd_mid_elite1_802,6.0,2220030111.0,Drop,2220030111.0,Drop,3220070111.0,Drop,3320060211.0,Drop,path_grd_far_small_044,2220030111.0,Dash,2220030111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,path_fly_mid_special_047,0.0,2110010111.0,Dash,2110010111.0,Dash,3210040111.0,Drop,3310020111.0,Drop,path_grd_far_small_044,9.0,2220030111.0,Dash,2220030111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,0,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230144,wave_tower_missilis_002,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_close_small_039,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_grd_far_small_038,,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220040111.0,Dash,path_grd_mid_small_046,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,path_grd_mid_elite1_802,3.0,3220060111.0,Jump,3220060111.0,Jump,3220020111.0,Drop,2320010211.0,Drop,path_fly_far_small_051,8.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Jump,6,45,12,normal,path_grd_mid_special_065,6.0,1120010111.0,Jump,1120010111.0,Jump,3220040111.0,Drop,3220020111.0,Drop,path_grd_mid_small_076,5.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_grd_mid_elite1_802,7.0,3220040111.0,Jump,3220040111.0,Jump,3220020111.0,Drop,3320030111.0,Drop,,,,,,,,,,,
6230145,wave_tower_missilis_002,Defense,90,14,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_close_special_024,2120010511,Jump,2120010511.0,Jump,3220050111.0,Drop,3320010511.0,Drop,path_grd_far_special_066,,3220060111.0,Drop,3220060111.0,Drop,3220050111.0,Dash,3220050111.0,Dash,path_grd_mid_elite3_814,3220050111.0,Drop,3320010511.0,Dash,3320010511.0,Dash,2320040211.0,Normal,path_fly_mid_special_016,,2110010111.0,Dash,2110010111.0,Dash,1210020111.0,Normal,2310030211.0,Drop,path_grd_mid_elite3_811,4.0,3220050111.0,Dash,3320010511.0,Normal,3320010511.0,Normal,2320030511.0,Drop,15,69,30,20,path_grd_far_special_063,6.0,2120010511.0,Jump,2120010511.0,Jump,3220060111.0,Drop,2320030511.0,Drop,path_fly_mid_special_047,,2110010111.0,Dash,2110010111.0,Dash,1210020111.0,Normal,2310030211.0,Drop,path_grd_mid_special_065,8.0,3220050111.0,Dash,3220050111.0,Dash,3220060111.0,Drop,3320010511.0,Drop,8.0,path_fly_mid_small_030,24.0,2110010111.0,Drop,2110010111.0,Drop,2110010111.0,Drop,2310030211.0,Drop
6230146,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3320040111.0,path_grd_close_small_010,2220010111,Jump,3220020111.0,Jump,2220010111.0,Jump,3220020111.0,Jump,path_grd_mid_elite1_802,6.0,2220010111.0,Dash,2220010111.0,Dash,3220020111.0,Drop,2320060211.0,Drop,path_fly_close_small_029,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Drop,path_grd_close_elite1_801,0.0,2220010111.0,Dash,2220010111.0,Dash,3220020111.0,Drop,3320040111.0,Drop,path_grd_mid_small_043,,2220010111.0,Dash,3220020111.0,Dash,2220010111.0,Dash,3220020111.0,Dash,21,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230147,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,3310010111.0,path_grd_mid_small_037,3220060111,Dash,2220040111.0,Dash,3220060111.0,Dash,1320040211.0,Dash,path_grd_far_small_041,7.0,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Dash,path_fly_far_small_031,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,3210030111.0,Drop,path_fly_mid_elite2_805,0.0,1210010111.0,Jump,1210010111.0,Jump,3210030111.0,Drop,3310010111.0,Drop,path_grd_far_small_044,,3220060111.0,Dash,2220040111.0,Dash,3220060111.0,Dash,2220040111.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230148,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320020111.0,path_grd_mid_small_068,3220050111,Dash,3220050111.0,Dash,3220070111.0,Drop,3320050211.0,Drop,path_grd_mid_small_043,7.0,3220070111.0,Dash,3220070111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,path_grd_close_small_048,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,3220070111.0,Drop,2320020111.0,Drop,path_grd_mid_small_049,11.0,3220050111.0,Drop,3220070111.0,Drop,3220050111.0,Drop,3220070111.0,Drop,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230149,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,2310020111.0,path_grd_close_small_048,1220040111,Jump,1220040111.0,Jump,1220040111.0,Jump,1220040111.0,Jump,path_fly_mid_elite1_802,,3210040111.0,Dash,3210040111.0,Dash,3210030111.0,Drop,2310020211.0,Drop,path_fly_mid_small_050,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,path_grd_close_small_054,7.0,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_fly_far_elite1_803,0.0,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Drop,2310020111.0,Drop,18,15,9,,path_fly_close_small_029,6.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230150,wave_tower_missilis_002,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010121.0,b_g_landeater_01,2520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
