stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6210070,wave_tower_default_001,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,0,0,1,,3520020151.0,b_grd_gravedigger_01,,,,,,,,,,,,,,,,,3520020151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210071,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,6,27,0,,1310030141.0,path_fly_mid_small_018,path_fly_mid_small_005,6.0,path_grd_close_small_039,,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,,,,,,2210020141,Dash,2210020141.0,Dash,1110010141.0,Drop,1110010141.0,Drop,1110010141.0,Dash,1110010141.0,Dash,2210020141.0,Dash,1310020241.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,2210020141.0,Drop,2210020141.0,Drop,1110010141.0,Drop,1310030141.0,Drop,2210020141.0,Jump,2210020141.0,Jump,2210020141.0,Jump,1210040141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210072,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,15,21,0,,1320030141.0,path_grd_close_elite1_801,path_grd_mid_small_043,7.0,path_fly_mid_small_050,4.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_054,6.0,,,,,,,,,2220030141,Dash,2220030141.0,Dash,2220040141.0,Drop,1320030241.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3210020141.0,Drop,3210020141.0,Drop,3210020141.0,Drop,3210030141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Drop,1320030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210073,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,6,33,0,,3310020141.0,path_fly_close_small_029,path_grd_mid_small_037,7.0,path_grd_mid_small_040,7.0,path_fly_mid_special_016,0.0,path_grd_mid_small_012,7.0,,,,,,,,,3210020141,Drop,3210020141.0,Drop,3210020141.0,Drop,2310020241.0,Drop,3220010141.0,Dash,3220010141.0,Jump,3220010141.0,Dash,1220050141.0,Jump,3220010141.0,Dash,3220010141.0,Jump,3220010141.0,Dash,1220050141.0,Jump,3110010141.0,Drop,3110010141.0,Drop,3210020141.0,Drop,3310020141.0,Drop,3220010141.0,Dash,3220010141.0,Dash,3220010141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210074,wave_tower_default_001,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,0,42,12,20,,path_fly_mid_small_005,path_fly_mid_small_050,12.0,path_grd_far_small_038,10.0,path_fly_mid_elite1_802,2.0,path_grd_far_small_062,10.0,path_fly_mid_small_053,,path_grd_mid_small_076,9.0,path_fly_mid_elite1_802,,,,1210020141,Normal,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Drop,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,1310020241.0,Normal,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,3220020141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,1210020141.0,Normal,1210020141.0,Normal,1210040141.0,Normal,1310020141.0,Normal,,,,,,,,
6210075,wave_tower_default_001,Defense,90,6,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,0,45,0,20,,path_grd_mid_elite2_808,path_fly_mid_small_008,9.0,path_grd_mid_small_037,,path_fly_mid_elite1_802,,path_grd_mid_elite2_808,6.0,path_grd_mid_small_040,,,,,,,,3220050141,Dash,3220050141.0,Dash,2320060241.0,Normal,2320060241.0,Normal,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Drop,2310030241.0,Drop,3220050141.0,Jump,3220050141.0,Jump,3220020141.0,Jump,2320040241.0,Normal,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Drop,2310030241.0,Drop,3220050141.0,Jump,3220050141.0,Jump,1320040241.0,Drop,2320060141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Normal,2320040241.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,
6210076,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,15,18,,3310010141.0,path_grd_mid_small_037,path_grd_far_small_041,7.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_grd_far_small_044,,,,,,,,,,3220060141,Dash,2220040141.0,Dash,3220060141.0,Dash,1320040241.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,3210030141.0,Drop,1210010141.0,Jump,1210010141.0,Jump,3210030141.0,Drop,3310010141.0,Drop,3220060141.0,Dash,2220040141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210077,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,21,12,0,,2320030141.0,path_grd_close_small_048,path_grd_mid_small_070,7.0,path_fly_close_small_029,7.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,8.0,,,,,,,,,3220010141,Drop,3220010141.0,Drop,3220010141.0,Drop,2320030241.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,3220070141.0,Dash,3210020141.0,Drop,3210020141.0,Drop,3210020141.0,Drop,3210020141.0,Drop,3220010141.0,Jump,3220010141.0,Jump,2220010141.0,Drop,2320030141.0,Drop,3220010141.0,Dash,3220010141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210078,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,30,15,,3320010141.0,path_fly_far_small_040,path_grd_mid_elite1_802,6.0,path_fly_mid_small_050,,path_grd_far_elite1_803,0.0,path_fly_mid_special_047,6.0,,,,,,,,,1210020141,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1220020141.0,Jump,1220020141.0,Jump,1220020141.0,Jump,2320010241.0,Jump,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,1220020141.0,Jump,1220020141.0,Jump,2220040141.0,Drop,3320010141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,2210010141.0,Drop,2210010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210079,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,6,27,0,,2320020141.0,path_grd_mid_small_068,path_grd_mid_small_043,7.0,path_grd_close_small_048,,path_grd_mid_elite1_802,0.0,path_grd_mid_small_049,11.0,,,,,,,,,3220050141,Dash,3220050141.0,Dash,3220070141.0,Drop,3320050241.0,Drop,3220070141.0,Dash,3220070141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220070141.0,Drop,2320020141.0,Drop,3220050141.0,Drop,3220070141.0,Drop,3220050141.0,Drop,3220070141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210080,wave_tower_default_001,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,6,43,0,,1420030141.0,path_grd_mid_centurion_901,path_grd_close_small_007,,path_grd_mid_small_055,,path_grd_mid_elite1_802,4.0,path_grd_mid_small_040,,path_fly_mid_special_047,3.0,path_fly_mid_small_033,4.0,,,,,1420030141,Normal,,,,,,,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Dash,1220010141.0,Dash,2120010141.0,Drop,2120010141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,2120010141.0,Dash,3220060141.0,Dash,2120010141.0,Dash,2320030241.0,Dash,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,3220020141.0,Jump,1110010141.0,Normal,1110010141.0,Normal,1110010141.0,Normal,3210030141.0,Normal,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1310040241.0,Drop,,,,,,,,,,,,,,,,
6210081,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,18,15,,1320030121.0,path_grd_mid_small_043,path_grd_far_small_071,6.0,path_fly_mid_small_039,6.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,,,,,,,,,,1220010121,Dash,1220010121.0,Dash,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2320030221.0,Dash,1210010121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,1210030121.0,Drop,3220060121.0,Jump,3220060121.0,Jump,1220010121.0,Drop,1320030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210082,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,30,0,,2320060121.0,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_037,10.0,,,,,,,,,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,1310010221.0,Dash,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210083,wave_tower_default_001,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,6,45,12,normal,,path_grd_close_small_039,path_grd_far_small_038,,path_grd_mid_small_046,,path_grd_mid_elite1_802,3.0,path_fly_far_small_051,8.0,path_grd_mid_special_065,6.0,path_grd_mid_small_076,5.0,path_grd_mid_elite1_802,7.0,,,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220060121.0,Jump,3220060121.0,Jump,3220020121.0,Drop,2320010221.0,Drop,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Jump,1120010121.0,Jump,1120010121.0,Jump,3220040121.0,Drop,3220020121.0,Drop,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Jump,3220040121.0,Jump,3220020121.0,Drop,3320030121.0,Drop,,,,,,,,
6210084,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,15,18,0,,1320040121.0,path_grd_mid_small_049,path_grd_close_small_054,7.0,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_070,7.0,,,,,,,,,3120010121,Drop,3120010121.0,Drop,3120010121.0,Drop,2220040121.0,Dash,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2320050221.0,Drop,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1220040121.0,Jump,1220040121.0,Jump,2220040121.0,Dash,1320040121.0,Drop,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210085,wave_tower_default_001,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,21,30,0,,3320070121.0,path_grd_close_small_054,path_grd_mid_elite1_802,8.0,path_grd_mid_small_043,4.0,path_grd_close_small_069,11.0,path_fly_close_elite2_807,0.0,path_grd_mid_elite1_802,10.0,path_grd_mid_small_043,5.0,,,,,3220040121,Drop,3220040121.0,Drop,3220040121.0,Drop,1320030221.0,Drop,2220030121.0,Dash,2220030121.0,Dash,3220020121.0,Drop,3320070221.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220020121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,1310030221.0,Dash,1310030221.0,Dash,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320070121.0,Drop,2220030121.0,Dash,2220040121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,
6210086,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,12,21,0,,2320030121.0,path_grd_mid_small_002,path_grd_close_small_067,6.0,path_grd_mid_small_011,6.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_048,,,,,,,,,,3220050121,Drop,3220050121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Drop,1320030221.0,Drop,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220020121.0,Drop,2320030121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210087,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,6,27,0,,1320020121.0,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Jump,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2310010221.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,1320020121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210088,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,30,18,0,,3320050121.0,path_grd_close_small_067,path_grd_mid_small_012,,path_grd_mid_small_046,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,6.0,path_grd_close_special_064,3.0,,,,,,,3220030121,Dash,3220030121.0,Dash,3220030121.0,Drop,2320020221.0,Drop,3220030121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,2120010121.0,Jump,2120010121.0,Jump,2220040121.0,Drop,3320050121.0,Drop,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6210089,wave_tower_default_001,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,6,66,0,,1320040121.0,path_grd_mid_special_025,path_grd_close_small_067,12.0,path_grd_mid_special_065,,path_grd_mid_special_025,0.0,path_grd_mid_small_046,11.0,path_fly_mid_special_047,5.0,,,,,,,3120010121,Drop,3120010121.0,Drop,3120010121.0,Drop,3120010121.0,Drop,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,2320020221.0,Drop,1120010121.0,Dash,1120010121.0,Dash,1120010121.0,Dash,1120010121.0,Dash,1120010121.0,Jump,1120010121.0,Jump,1220040121.0,Drop,1320040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210090,wave_tower_default_001,Campaign,180,6,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,,1520020131.0,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
