stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6502016,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,21,27,0,3320030121,path_grd_mid_small_002,path_fly_close_small_017,5.0,path_fly_mid_small_027,10.0,path_grd_close_elite3_813,,path_grd_mid_elite1_802,0.0,path_fly_mid_small_036,10.0,path_grd_close_small_042,,,,,,3220050121,Dash,3220050121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,3310030221.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Dash,3220050121.0,Dash,3220040121.0,Dash,3320030121.0,Drop,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,,,,,,,,,,,,,,,,
6502017,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,0,54,0,2320020121,path_grd_mid_special_025,path_fly_mid_small_036,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_042,,path_fly_mid_small_030,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_043,,,,,,1120010121,Jump,1120010121.0,Jump,3220020121.0,Drop,3320050221.0,Drop,3210030121.0,Dash,2210040121.0,Dash,3210010121.0,Dash,2210040121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Drop,3210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,2210040121.0,Drop,2310050221.0,Drop,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Drop,2320020121.0,Jump,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,
6502018,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,10,44,0,2310040121,path_grd_mid_small_002,path_fly_mid_elite1_802,6.0,path_grd_close_small_060,,path_fly_mid_small_021,6.0,path_fly_mid_elite2_805,0.0,path_fly_close_small_049,,path_grd_mid_small_043,,path_grd_mid_small_005,8.0,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1210030121.0,Drop,3210040121.0,Drop,3210030121.0,Drop,2310040221.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,3210040121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210040121.0,Drop,1210030121.0,Drop,3210040121.0,Drop,1310010221.0,Drop,2310040121.0,Drop,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Normal,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,,,,,,,,
6502019,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,15,39,0,2320060121,path_grd_mid_small_043,path_grd_close_elite2_807,,path_grd_mid_small_070,,path_grd_close_small_039,10.0,path_grd_mid_elite2_805,0.0,path_fly_mid_small_005,10.0,path_grd_mid_small_043,6.0,path_grd_mid_small_043,4.0,,,3220030121,Dash,3220030121.0,Dash,3220030121.0,Dash,2220050121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2320020221.0,Drop,3320040221.0,Drop,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220020121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220020121.0,Dash,3220020121.0,Dash,2220050121.0,Dash,3320040221.0,Drop,2320060121.0,Drop,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,2210030121.0,Normal,3220030121.0,Dash,3220030121.0,Dash,3220020121.0,Dash,3220020121.0,Dash,3220020121.0,Dash,3220020121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,,,,,,,,
6502020,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,45,21,0,3320060121,path_grd_close_special_064,path_fly_mid_small_039,8.0,path_grd_close_elite1_801,10.0,path_grd_close_small_048,5.0,path_fly_mid_elite1_802,0.0,path_grd_close_elite2_807,10.0,path_fly_close_small_004,,path_fly_mid_small_008,14.0,,,1220060121,Dash,1220060121.0,Dash,1120010121.0,Drop,1120010121.0,Drop,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,2210040121.0,Dash,3220010121.0,Jump,3220010121.0,Jump,1220060121.0,Drop,1220060121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,3220010121.0,Jump,3220010121.0,Jump,3220010121.0,Drop,3320060121.0,Drop,1110010121.0,Dash,1110010121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,,,,,,,,
6502021,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,0,54,0,2320020121,path_grd_mid_special_025,path_fly_mid_small_036,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_042,,path_fly_mid_small_030,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_043,,,,,,1120010121,Jump,1120010121.0,Jump,3220020121.0,Drop,3320050221.0,Drop,3210030121.0,Dash,2210040121.0,Dash,3210010121.0,Dash,2210040121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Drop,3210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,2210040121.0,Drop,2310050221.0,Drop,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Drop,2320020121.0,Jump,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,
6502022,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,18,48,0,3320070121,path_grd_close_small_007,path_grd_mid_elite2_805,,path_fly_mid_special_016,8.0,path_grd_close_small_013,12.0,path_grd_mid_elite2_808,0.0,path_fly_close_small_029,,path_grd_mid_special_065,5.0,,,,,3220050121,Drop,3220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,3220050121.0,Dash,3220050121.0,Dash,2320010221.0,Dash,2320010221.0,Dash,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,3210030121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2320020221.0,Drop,3320070121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,2220030121.0,Dash,2220030121.0,Dash,3220050121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,
6502023,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,36,24,0,1310020121,path_fly_close_special_044,path_grd_mid_elite2_805,10.0,path_fly_mid_small_053,,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_fly_close_small_029,4.0,,,,,2110010121,Drop,2110010121.0,Drop,2210020121.0,Drop,2210030121.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,1210040121.0,Dash,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320040221.0,Drop,2210020121.0,Jump,2210020121.0,Jump,3210030121.0,Drop,1310020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,,,,,,,,,,,,,,,,
6502024,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_basedefense_001,7,33,6,2420060121,path_grd_mid_centurion_902,path_grd_close_small_036,,path_grd_mid_small_076,8.0,path_grd_mid_elite1_802,4.0,path_grd_mid_elite1_802,,path_grd_far_small_006,,path_fly_mid_elite2_805,4.0,,,,,2420060121,Normal,,,,,,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,3320070221.0,Dash,1120010121.0,Normal,1120010121.0,Normal,1120010121.0,Normal,2220040121.0,Normal,3120010121.0,Drop,2220010121.0,Drop,3120010121.0,Drop,3220050121.0,Drop,3110010121.0,Dash,3110010121.0,Dash,3110010121.0,Dash,2310020221.0,Dash,,,,,,,,,,,,,,,,
6502025,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502026,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502027,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502028,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502029,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502030,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502031,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502032,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502033,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502034,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502035,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502036,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502037,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502038,wave_eventdungeon_009,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforest_001,0,0,1,1520020111,b_grd_talkertive_01,,,,,,,,,,,,,,,,,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502101,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,6,27,0,3320070151,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,8.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,,,,,,1220010151,Dash,1220010151.0,Dash,1120010151.0,Drop,1120010151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,3320010251.0,Drop,3210010151.0,Drop,3210010151.0,Drop,3210010151.0,Drop,3210010151.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Drop,3320070151.0,Drop,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,3220020151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502102,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,18,24,0,3320020151,path_grd_close_small_051,path_grd_mid_elite1_802,7.0,path_grd_mid_small_049,4.0,path_grd_close_small_042,11.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_069,5.0,,,,,,,3220050151,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3120010151.0,Jump,3120010151.0,Jump,3220070151.0,Drop,3320020251.0,Drop,3220050151.0,Drop,3220070151.0,Drop,3220050151.0,Drop,3220070151.0,Drop,3120010151.0,Dash,3120010151.0,Dash,3120010151.0,Dash,3120010151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220070151.0,Drop,3320020151.0,Drop,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6502103,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,0,24,12,1320060151,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,10.0,,,,,,,,,3220040151,Dash,3220040151.0,Dash,3220040151.0,Dash,2220040151.0,Dash,3220040151.0,Drop,3220040151.0,Drop,1220050151.0,Dash,1320060251.0,Dash,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,3210030151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,2220040151.0,Drop,2320030251.0,Drop,3220040151.0,Dash,2220040151.0,Dash,3220040151.0,Dash,1320060151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502104,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,0,30,12,2310020151,path_fly_mid_small_039,path_grd_mid_special_025,7.0,path_grd_far_small_044,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,1210020151,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3120010151.0,Jump,3120010151.0,Jump,1220030151.0,Drop,1320010251.0,Drop,1220030151.0,Dash,1220030151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3210030151.0,Drop,2310020151.0,Drop,1220030151.0,Jump,1220030151.0,Jump,1220030151.0,Jump,2220040151.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502105,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,42,6,0,2320050151,path_grd_close_small_048,path_grd_close_small_069,,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_close_special_064,6.0,path_grd_close_small_042,3.0,,,,,,,1220040151,Drop,1220040151.0,Drop,1220040151.0,Drop,2320050251.0,Drop,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220050151.0,Drop,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3120010151.0,Dash,3120010151.0,Dash,1220050151.0,Drop,2320010251.0,Drop,2120010151.0,Dash,2120010151.0,Dash,1220050151.0,Drop,2320050151.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6502106,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,30,18,0,2320030151,path_grd_close_small_067,path_grd_mid_small_012,,path_grd_mid_small_046,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,6.0,path_grd_close_special_064,3.0,,,,,,,3220030151,Dash,3220030151.0,Dash,3220030151.0,Drop,2320020251.0,Drop,3220030151.0,Dash,3220030151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,2120010151.0,Jump,2120010151.0,Jump,2220040151.0,Drop,3320050251.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,2320030151.0,Dash,2120010151.0,Dash,2120010151.0,Dash,1220050151.0,Drop,1220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6502107,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,6,27,0,2310010151,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,2220010151,Drop,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Jump,3210010151.0,Dash,3210030151.0,Dash,3210010151.0,Dash,2310010251.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Drop,1320020251.0,Drop,3210010151.0,Drop,3210030151.0,Drop,3210010151.0,Drop,2310010151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502108,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,0,33,0,3320030151,path_grd_mid_small_040,path_fly_mid_small_005,7.0,path_fly_mid_small_050,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,,,,,,,,,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,1210010151.0,Drop,1310010251.0,Drop,2220030151.0,Jump,3220020151.0,Jump,2220030151.0,Jump,3320030151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502109,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,12,30,0,3320010151,path_grd_mid_special_025,path_fly_close_small_029,7.0,path_grd_mid_small_058,7.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_045,6.0,,,,,,,,,1120010151,Jump,1120010151.0,Jump,3220050151.0,Drop,2320050251.0,Drop,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Drop,2320050251.0,Drop,3220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,3320010151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
