stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6116008,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,0,18,15,,1320030131.0,path_grd_mid_small_043,path_grd_far_small_071,6.0,path_fly_mid_small_039,6.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,,,,,,,,,,,,1220010131,Dash,1220010131,Dash,3220060131,Jump,3220060131,Jump,3120010131,Dash,3120010131,Dash,3120010131,Dash,2320030231,Dash,1210030131,Dash,2210040131,Dash,1210030131,Dash,2210040131,Dash,3220060131,Jump,3220060131,Jump,3120010131,Drop,1320030131,Drop,1210030131,Drop,1210030131,Drop,1210030131,Drop,1210030131,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116009,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,33,36,0,,2320020151.0,path_grd_close_small_067,path_fly_mid_elite1_802,5.0,path_grd_close_special_064,8.0,path_grd_mid_small_043,6.0,path_grd_close_small_048,,path_grd_mid_elite2_808,0.0,path_grd_close_small_067,4.0,path_grd_mid_small_049,,path_grd_mid_small_043,3.0,,,1220060151,Dash,1220060151,Dash,1220050151,Drop,2320020251,Drop,1210020151,Dash,1210020151,Dash,3210040151,Drop,1310010251,Drop,2120010151,Dash,2120010151,Dash,1220050151,Drop,1220050151,Drop,1220050151,Dash,2220040151,Dash,1220050151,Dash,2220040151,Dash,1220050151,Drop,1220050151,Drop,1220050151,Drop,1220050151,Drop,1220060151.0,Dash,1220060151.0,Dash,2320050251.0,Drop,2320050251.0,Drop,1220050151.0,Jump,1220050151.0,Jump,2220040151.0,Drop,2320020151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,,,,,,,,
6116010,wave_lostsector_003,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,18,51,0,20,,path_grd_mid_special_025,path_grd_close_small_048,12.0,path_grd_mid_small_037,10.0,path_fly_mid_elite1_802,2.0,path_grd_close_small_036,10.0,path_grd_mid_small_043,,path_fly_close_small_032,5.0,path_grd_mid_small_040,,path_fly_mid_elite1_802,,,,3120010151,Jump,3120010151,Jump,3220050151,Dash,2220040151,Dash,1220050151,Drop,1220050151,Drop,1220050151,Drop,1220050151,Drop,3220050151,Jump,3220050151,Jump,3220050151,Jump,3220050151,Jump,2210020151,Drop,2210020151,Drop,3210030151,Drop,1310040251,Drop,1220050151,Dash,1220050151,Dash,1220050151,Dash,2220040151,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,3210030151.0,Normal,2310020151.0,Normal,,,,,,,,
6116011,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,42,15,0,,3320060151.0,path_grd_close_small_007,path_fly_mid_small_036,4.0,path_fly_close_special_044,6.0,path_grd_mid_elite1_802,0.0,path_fly_close_special_046,6.0,path_fly_close_small_035,3.0,,,,,,,,,2220020151,Drop,2220020151,Drop,1220050151,Drop,1320030251,Drop,2210020151,Dash,2210020151,Dash,2210020151,Dash,2210020151,Dash,3210040151,Drop,3210040151,Drop,3210010151,Drop,3210030151,Drop,2120010151,Dash,2120010151,Dash,1220050151,Drop,3320060151,Drop,2110010151,Dash,2110010151,Dash,3210040151,Drop,3210040151,Drop,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116012,wave_lostsector_003,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,27,45,0,normal,,path_grd_mid_elite1_802,path_grd_close_small_042,4.0,path_grd_mid_small_070,5.0,path_fly_close_small_032,8.0,path_grd_mid_elite2_808,2.0,path_fly_close_elite1_801,8.0,path_grd_mid_special_065,,path_grd_mid_small_076,5.0,path_grd_close_small_051,3.0,,,3220030151,Drop,3220030151,Drop,3220030151,Drop,2320030251,Drop,3220030151,Dash,1220050151,Dash,3220030151,Dash,1220050151,Dash,3220030151,Drop,3220030151,Drop,3220030151,Drop,3220020151,Drop,3210040151,Drop,3210040151,Drop,3210040151,Drop,3210040151,Drop,3220030151,Jump,3220020151,Jump,3320070251,Drop,2320030151,Drop,3210040151.0,Jump,3210040151.0,Jump,3210030151.0,Drop,2310030251.0,Drop,3120010151.0,Jump,3120010151.0,Jump,1220050151.0,Drop,2220040151.0,Drop,3220030151.0,Dash,2220040151.0,Dash,3220030151.0,Dash,2220040151.0,Dash,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Drop,2320030151.0,Drop,,,,,,,,
6116013,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,0,30,12,,1310040131.0,path_fly_mid_small_039,path_grd_mid_special_025,7.0,path_grd_far_small_044,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,,,1210020131,Dash,2210040131,Dash,1210020131,Dash,2210040131,Dash,3120010131,Jump,3120010131,Jump,1220060131,Drop,1320010231,Drop,1220060131,Dash,1220060131,Dash,3220070131,Dash,3220070131,Dash,1210020131,Dash,1210020131,Dash,2210040131,Drop,1310040131,Drop,1220060131,Jump,1220060131,Jump,1220060131,Jump,2220040131,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116014,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,0,30,12,,2310010131.0,path_grd_mid_special_065,path_grd_far_small_074,12.0,path_fly_mid_small_005,,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,,,3120010131,Dash,3120010131,Dash,2220020131,Drop,2320070231,Drop,2220020131,Dash,2220020131,Dash,2220020131,Dash,2220040131,Dash,3210010131,Dash,3210010131,Dash,3210010131,Dash,3210010131,Dash,3210010131,Dash,3210010131,Dash,3210030131,Drop,2310010131,Drop,2220020131,Dash,2220020131,Dash,2220020131,Dash,2220040131,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116015,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,12,57,0,,1310040131.0,path_fly_mid_small_030,path_grd_close_small_054,5.0,path_grd_mid_special_065,5.0,path_grd_mid_small_043,6.0,path_grd_close_small_042,8.0,path_grd_mid_elite2_805,0.0,path_fly_mid_elite1_802,,path_fly_mid_small_039,5.0,path_grd_mid_small_043,6.0,,,2210040131,Drop,3210040131,Drop,2210040131,Drop,3210040131,Drop,1220050131,Drop,1220050131,Drop,1220050131,Drop,3320060231,Drop,1220060131,Dash,1220060131,Dash,1220050131,Drop,3320060231,Drop,1220060131,Jump,1220050131,Jump,1220060131,Jump,1220050131,Jump,1220050131,Dash,1220060131,Dash,1220050131,Dash,1220060131,Dash,1220060131.0,Drop,1220060131.0,Drop,3320060231.0,Drop,3320060231.0,Drop,3210040131.0,Dash,3210040131.0,Dash,2210040131.0,Drop,1310040131.0,Drop,2210040131.0,Dash,3210040131.0,Dash,2210040131.0,Dash,3210040131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,,,,,,,,
6116016,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,27,18,0,,2320030151.0,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,,,,,,,,1220040151,Jump,1220040151,Jump,1220050151,Drop,2320030251,Drop,1220040151,Dash,1220050151,Dash,1220040151,Dash,1220050151,Dash,1220040151,Drop,1220050151,Drop,1220040151,Drop,2220040151,Drop,1110010151,Drop,1110010151,Drop,3210040151,Drop,3210040151,Drop,1220040151,Drop,1220040151,Drop,3220020151,Drop,2320030151,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6116017,wave_lostsector_003,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,36,33,0,20,,path_grd_close_small_036,path_grd_mid_small_005,12.0,path_grd_close_special_024,,path_grd_close_small_067,4.0,path_grd_mid_special_025,10.0,path_grd_mid_small_037,,path_grd_mid_small_076,9.0,path_grd_close_elite1_801,,,,,,2220020151,Drop,2220020151,Drop,2220020151,Drop,2220020151,Drop,3220050151,Jump,3220050151,Jump,3220050151,Jump,3220020151,Jump,2120010151,Drop,2120010151,Drop,3220050151,Dash,3220050151,Dash,3220050151,Drop,3220050151,Drop,2220050151,Drop,2320020251,Drop,2120010151,Drop,2120010151,Drop,2220020151,Jump,3220020151,Jump,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220020151.0,Dash,3220050151.0,Dash,3220020151.0,Dash,3220050151.0,Dash,2220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220020151.0,Drop,2320020151.0,Drop,,,,,,,,,,,,,,,,
6116018,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,0,36,21,,3320020151.0,path_fly_mid_small_030,path_grd_mid_elite2_805,5.0,path_grd_far_special_066,4.0,path_fly_mid_small_039,10.0,path_grd_mid_elite2_808,0.0,path_fly_mid_small_050,,path_grd_far_small_044,,,,,,,,1210010151,Drop,1210010151,Drop,1210010151,Drop,3210030151,Drop,2220020151,Dash,2220020151,Dash,3320020251,Drop,3320020251,Drop,2220020151,Dash,3220070151,Dash,3220060151,Drop,3220060151,Drop,1210010151,Drop,1210010151,Drop,1210010151,Drop,1210010151,Drop,3220070151,Dash,3220070151,Dash,2320020251,Drop,3320020151,Drop,1210010151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,3210030151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6116019,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,0,24,18,,3310020131.0,path_grd_far_small_003,path_grd_mid_elite1_802,6.0,path_grd_far_small_044,,path_fly_mid_special_047,0.0,path_grd_far_small_044,9.0,,,,,,,,,,,2220030131,Drop,2220030131,Drop,3220070131,Dash,3220070131,Dash,2220030131,Drop,2220030131,Drop,3220070131,Drop,3320060231,Drop,2220030131,Dash,2220030131,Dash,3220070131,Dash,3220070131,Dash,2110010131,Dash,2110010131,Dash,3210040131,Drop,3310020131,Drop,2220030131,Dash,2220030131,Dash,3220070131,Dash,3220070131,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116020,wave_lostsector_003,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,6,45,12,normal,,path_grd_close_small_039,path_grd_far_small_038,,path_grd_mid_small_046,,path_grd_mid_elite1_802,3.0,path_fly_far_small_051,8.0,path_grd_mid_special_065,6.0,path_grd_mid_small_076,5.0,path_grd_mid_elite1_802,7.0,,,,,3220040131,Dash,3220040131,Dash,3220040131,Dash,3220040131,Dash,3220060131,Dash,3220060131,Dash,3220060131,Dash,2220040131,Dash,3220040131,Drop,3220040131,Drop,3220040131,Drop,3220040131,Drop,3220060131,Jump,3220060131,Jump,3220020131,Drop,2320010231,Drop,3210010131,Dash,3210010131,Dash,3210010131,Dash,3210010131,Jump,1120010131.0,Jump,1120010131.0,Jump,3220040131.0,Drop,3220020131.0,Drop,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Jump,3220040131.0,Jump,3220020131.0,Drop,3320030131.0,Drop,,,,,,,,,,,,,,,,
6116021,wave_lostsector_003,Campaign,90,6,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,24,42,0,,2320030131.0,path_grd_close_elite1_801,path_grd_mid_small_049,7.0,path_grd_mid_elite1_802,3.0,path_grd_close_elite3_813,3.0,path_grd_mid_small_049,12.0,path_grd_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,path_grd_mid_small_076,8.0,path_grd_close_small_042,3.0,,,3220020131,Dash,3220020131,Dash,1220050531,Drop,2320030531,Drop,3220020131,Drop,2320030531,Drop,3220020131,Drop,2320030531,Drop,1220050531,Jump,1220050531,Jump,2320030531,Drop,2320030231,Drop,3220020131,Drop,2320030531,Dash,2320030531,Dash,2320030531,Dash,1220050531,Drop,3220020131,Drop,1220050531,Drop,3220020131,Drop,3220020131.0,Drop,1220050531.0,Drop,2320030531.0,Jump,2320030131.0,Drop,3220020131.0,Dash,2320030531.0,Dash,3220020131.0,Dash,2320030531.0,Dash,1220050531.0,Dash,2320030531.0,Dash,1220050531.0,Dash,2320030231.0,Dash,1220050531.0,Dash,3220020131.0,Dash,1220050531.0,Dash,3220020131.0,Dash,,,,,,,,
