stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,mod_value,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7010029,wave_campaign_hard_003,Campaign,180,6,False,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002_rightclear,Wasteland,Night,ibg_desert_001,2410010231.0,path_fly_far_centurion_903,2410010231,Normal,,,,,,,path_fly_mid_small_018,,1210010131.0,Dash,1210020131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,path_grd_mid_elite1_802,1220010131.0,Drop,1220010131.0,Drop,1220010131.0,Drop,2220040131.0,Drop,path_grd_mid_elite2_805,4.0,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Dash,3320060231.0,Drop,path_grd_mid_small_049,3120010131.0,Jump,3120010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,0,42,1,3.0,,path_grd_mid_small_052,2220030131.0,Drop,3227050331.0,Drop,3220070131.0,Drop,3220070131.0,Drop,path_fly_mid_small_050,,3110010131.0,Dash,3110010131.0,Dash,1210010131.0,Dash,1310010231.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011001,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Wasteland,Night,ibg_desert_001,3320070131.0,path_grd_close_elite1_801,3220030131,Dash,3220030131.0,Dash,2220040131.0,Jump,2320050231.0,Jump,path_grd_mid_small_012,7.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_grd_far_small_059,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,0.0,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320070131.0,Drop,path_grd_far_small_044,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Dash,9,15,12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011002,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Wasteland,Night,ibg_desert_001,1310020131.0,path_fly_close_special_044,1110010131,Drop,1110010131.0,Drop,1110010131.0,Drop,3310030231.0,Drop,path_fly_mid_small_042,12.0,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,path_grd_close_special_064,2120010131.0,Jump,2120010131.0,Jump,2120010131.0,Jump,2120010131.0,Jump,path_fly_mid_special_016,0.0,1110010131.0,Drop,1110010131.0,Drop,3210030131.0,Drop,1310020131.0,Drop,path_fly_close_small_029,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,51,21,0,,13.0,path_fly_close_special_046,1110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011003,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Wasteland,Night,ibg_desert_001,3320070131.0,path_grd_close_small_007,3220050131,Drop,3220050131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,path_grd_mid_elite2_805,,3220050131.0,Dash,3220050131.0,Dash,2320010231.0,Dash,2320010231.0,Dash,path_fly_mid_special_016,3110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,3210030131.0,Drop,path_grd_close_small_013,12.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,path_grd_mid_elite2_808,2220030131.0,Dash,2220030131.0,Dash,2320020231.0,Drop,3320070131.0,Drop,18,46,2,8.0,0.0,path_fly_close_small_029,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,path_grd_mid_special_065,5.0,2220030131.0,Dash,2220030131.0,Dash,3220050131.0,Drop,2220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011004,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Wasteland,Night,ibg_desert_001,1320060131.0,path_grd_close_small_054,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,3320010231.0,Drop,path_grd_mid_small_070,6.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,path_grd_close_small_010,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_grd_close_elite1_801,0.0,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Drop,1320060131.0,Drop,path_grd_mid_small_073,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,19,14,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011005,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Wasteland,Night,ibg_desert_001,3320050131.0,path_grd_close_small_067,3220030131,Dash,3220030131.0,Dash,1220050131.0,Dash,2320020231.0,Dash,path_grd_mid_small_012,4.0,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,path_grd_mid_small_046,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,path_grd_close_elite1_801,0.0,2120010131.0,Drop,2120010131.0,Drop,2220040131.0,Drop,3320050131.0,Drop,path_grd_mid_small_043,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,15,33,0,6.0,7.0,path_grd_mid_special_065,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011006,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Wasteland,Night,ibg_desert_001,1320030131.0,path_grd_close_small_001,3220050131,Dash,3220050131.0,Dash,3220050131.0,Drop,3220020131.0,Drop,path_grd_mid_special_065,,1220020131.0,Dash,1220020131.0,Dash,3220050131.0,Drop,3320040231.0,Drop,path_grd_close_small_042,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_grd_mid_special_025,12.0,3220050131.0,Jump,3220050131.0,Jump,2220010131.0,Drop,3220020131.0,Drop,path_grd_close_elite2_807,2220010131.0,Jump,2220010131.0,Jump,2320020231.0,Drop,1320030131.0,Drop,27,60,0,,0.0,path_grd_mid_special_065,1220020131.0,Dash,1220020131.0,Dash,2220010131.0,Drop,3220020131.0,Drop,path_grd_close_small_048,9.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,9.0,path_grd_mid_special_065,1220020131.0,Jump,1220020131.0,Jump,2220010131.0,Drop,3220020131.0,Drop,10.0,,,,,,,,,,,,,,,,,,,,
7011007,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Wasteland,Night,ibg_desert_001,1320040131.0,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040231.0,Drop,path_grd_far_small_071,6.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220020131.0,Dash,path_grd_mid_small_012,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,path_grd_mid_small_055,0.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040131.0,Drop,path_grd_far_special_066,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220040131.0,Dash,0,17,22,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011008,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Wasteland,Night,ibg_desert_001,2320060131.0,path_grd_close_small_010,2220010131,Jump,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,path_grd_mid_elite1_802,6.0,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Jump,1320040231.0,Jump,path_fly_close_small_029,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Dash,path_grd_close_elite1_801,0.0,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,path_grd_mid_small_070,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Dash,21,15,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011009,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Wasteland,Night,ibg_desert_001,1320060131.0,path_grd_mid_small_043,2220010131,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_fly_mid_elite2_808,,1210030131.0,Dash,1210030131.0,Dash,3310010231.0,Dash,1310010231.0,Dash,path_fly_far_small_054,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,path_grd_mid_special_025,12.0,2120010131.0,Drop,2120010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,path_fly_far_elite1_803,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Drop,1310040231.0,Dash,0,45,15,,0.0,path_grd_mid_elite1_802,2220010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,1320060131.0,Drop,path_fly_mid_small_024,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011010,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Wasteland,Night,ibg_desert_001,3320060131.0,path_grd_far_small_003,3220070131,Drop,3220070131.0,Drop,3220010131.0,Dash,3220010131.0,Dash,path_grd_mid_elite1_802,6.0,3220010131.0,Jump,3220010131.0,Jump,3220020131.0,Drop,1320010231.0,Drop,path_grd_far_small_044,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,path_grd_mid_small_055,0.0,3220010131.0,Drop,3220010131.0,Drop,2220040131.0,Drop,3320060131.0,Drop,path_grd_far_small_062,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011011,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Wasteland,Night,ibg_desert_001,3320070131.0,path_grd_mid_small_002,2220030131,Jump,2220030131.0,Jump,2220030131.0,Dash,2220040131.0,Dash,path_grd_far_elite1_803,6.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,3320070231.0,Dash,path_grd_mid_small_052,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_grd_mid_elite1_802,0.0,2220030131.0,Dash,2220030131.0,Dash,3220020131.0,Drop,3320070131.0,Drop,path_grd_far_small_044,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,0,21,15,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011012,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Wasteland,Night,ibg_desert_001,3320040131.0,path_grd_far_small_044,2220030131,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_grd_mid_elite2_805,,3220060131.0,Dash,3220060131.0,Dash,3320060231.0,Dash,3320060231.0,Dash,path_grd_mid_special_065,3120010131.0,Dash,3120010131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,path_grd_far_small_044,12.0,2220030131.0,Dash,3220060131.0,Dash,2220030131.0,Dash,3220060131.0,Dash,path_grd_close_elite2_804,2220030131.0,Dash,2220030131.0,Dash,3320060231.0,Dash,3320060231.0,Dash,9,48,12,8.0,0.0,path_grd_mid_elite1_802,3220060131.0,Jump,3220060131.0,Jump,2220040131.0,Drop,3320040131.0,Drop,path_grd_mid_special_065,6.0,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011013,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Wasteland,Night,ibg_desert_001,2320030131.0,path_grd_close_elite1_801,1220040131,Jump,1220040131.0,Jump,1220050131.0,Drop,2320030231.0,Drop,path_grd_close_small_013,7.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_grd_mid_small_049,1220040131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,path_fly_close_small_041,7.0,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,path_grd_mid_small_055,1220040131.0,Drop,1220040131.0,Drop,3220020131.0,Drop,2320030131.0,Dash,27,18,0,4.0,0.0,path_grd_close_small_042,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,path_fly_mid_small_030,10.0,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011014,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Wasteland,Night,ibg_desert_001,1320060131.0,path_grd_close_small_054,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,3320010231.0,Drop,path_grd_mid_small_070,6.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,path_grd_close_small_010,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_grd_close_elite1_801,0.0,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Drop,1320060131.0,Drop,path_grd_mid_small_073,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,21,12,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011015,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Wasteland,Night,ibg_desert_001,2320070131.0,path_grd_mid_elite1_802,3220030131,Dash,3220030131.0,Dash,3220070131.0,Drop,1320020231.0,Drop,path_fly_mid_special_047,,2110010131.0,Dash,2110010131.0,Dash,2210010131.0,Drop,2310010231.0,Drop,path_grd_far_small_044,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_grd_mid_small_040,9.0,3220030131.0,Dash,3220030131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_fly_mid_elite2_808,2210010131.0,Dash,2210010131.0,Dash,2310010231.0,Dash,2310010231.0,Dash,0,54,12,6.0,0.0,path_grd_mid_elite1_802,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Drop,2320070131.0,Drop,path_grd_far_small_044,8.0,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,5.0,path_grd_mid_small_049,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,9.0,,,,,,,,,,,,,,,,,,,,
7011016,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Wasteland,Night,ibg_desert_001,1310010131.0,path_grd_close_special_024,2120010131,Jump,2120010131.0,Jump,2120010131.0,Drop,2220050131.0,Drop,path_fly_mid_elite1_802,12.0,1210020131.0,Drop,1210020131.0,Drop,3210040131.0,Drop,3310020231.0,Drop,path_fly_close_special_046,2110010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,path_fly_mid_special_016,0.0,3110010131.0,Drop,3110010131.0,Drop,3210030131.0,Drop,1310010131.0,Drop,path_grd_close_special_024,3120010131.0,Jump,3120010131.0,Jump,2220020131.0,Jump,2220050131.0,Dash,45,39,0,,13.0,path_grd_mid_special_065,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011017,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Wasteland,Night,ibg_desert_001,1320030131.0,path_grd_mid_elite1_802,2220030131,Dash,2220030131.0,Dash,2220040131.0,Drop,1320030231.0,Jump,path_grd_far_small_044,7.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_fly_mid_small_053,2210010131.0,Jump,2210010131.0,Jump,2210010131.0,Jump,1210040131.0,Jump,path_grd_far_elite1_803,0.0,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,1320030131.0,Drop,path_grd_mid_small_011,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Dash,0,21,15,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011018,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Wasteland,Night,ibg_desert_001,3320030131.0,path_grd_far_small_044,3220060131,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,path_fly_close_elite2_807,,2210010131.0,Dash,2210010131.0,Dash,2310020231.0,Dash,2310020231.0,Dash,path_grd_mid_small_070,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,path_fly_mid_small_039,11.0,1210010131.0,Dash,1210010131.0,Dash,1210010131.0,Dash,1210010131.0,Dash,path_fly_mid_elite2_808,2210010131.0,Dash,2210010131.0,Dash,2310020231.0,Dash,2310020231.0,Dash,9,33,6,,0.0,path_grd_mid_small_055,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Drop,3320030131.0,Drop,path_grd_mid_small_070,8.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011019,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Wasteland,Night,ibg_desert_001,1310020131.0,path_fly_mid_small_036,3210020131,Dash,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,path_grd_close_elite1_801,6.0,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,3320010231.0,Dash,path_grd_mid_small_058,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_close_elite1_801,0.0,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Drop,1310020131.0,Drop,path_grd_close_special_064,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,33,12,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011020,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Wasteland,Night,ibg_desert_001,3320010131.0,path_fly_far_small_040,3210020131,Dash,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,path_grd_mid_elite1_802,6.0,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,2320010231.0,Jump,path_fly_mid_small_050,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,3210030131.0,Drop,path_grd_far_elite1_803,0.0,3220050131.0,Jump,3220050131.0,Jump,2220040131.0,Drop,3320010131.0,Drop,path_fly_mid_special_047,3210020131.0,Dash,3210020131.0,Dash,2210010131.0,Drop,2210010131.0,Dash,0,30,15,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011021,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Wasteland,Night,ibg_desert_001,1320060131.0,path_grd_close_small_067,1220010131,Dash,1220010131.0,Dash,2220040131.0,Drop,2320020231.0,Drop,path_grd_mid_elite2_805,,2220010131.0,Dash,2220010131.0,Dash,2320050231.0,Dash,2320050231.0,Dash,path_fly_close_small_049,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Dash,path_grd_mid_small_043,12.0,1220010131.0,Dash,1220010131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_grd_mid_small_049,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,21,36,0,,0.0,path_grd_close_elite2_807,2220010131.0,Dash,2220010131.0,Dash,1320030231.0,Drop,1320060131.0,Drop,path_grd_mid_special_025,,1220010131.0,Dash,1220010131.0,Dash,1220050131.0,Drop,2220040131.0,Drop,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011022,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Wasteland,Night,ibg_desert_001,3320060131.0,path_grd_mid_small_002,2220030131,Drop,2220030131.0,Drop,1220050131.0,Dash,1220050131.0,Dash,path_grd_close_elite1_801,6.0,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,3320060231.0,Drop,path_fly_mid_small_053,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,path_grd_close_small_048,,1220050131.0,Jump,1220050131.0,Jump,1220050131.0,Jump,1220050131.0,Jump,path_grd_mid_elite1_802,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Jump,3320060131.0,Dash,21,21,0,,0.0,path_grd_close_small_051,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011023,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Wasteland,Night,ibg_desert_001,1310020131.0,path_fly_mid_small_002,2210010131,Drop,2210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,path_grd_close_elite1_801,6.0,3220040131.0,Dash,3220040131.0,Dash,2220050131.0,Dash,2320010231.0,Dash,path_fly_close_small_029,3210010131.0,Drop,3210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,path_fly_close_elite1_801,0.0,2210010131.0,Dash,2210010131.0,Dash,3210030131.0,Drop,1310020131.0,Drop,path_grd_mid_small_052,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,24,12,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
